,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,class,predicted
1243,> 45,retired,divorced,secondary,no,<= 235,no,no,cellular,(11 - 20],feb,> 2,-1,0,unknown,1,1
1244,> 45,admin.,divorced,secondary,no,> 1158,no,no,cellular,(11 - 20],feb,> 2,-1,0,unknown,1,1
1245,> 45,retired,married,tertiary,no,> 1158,no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1246,(34 - 45],management,divorced,unknown,no,> 1158,no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1247,> 45,retired,married,primary,no,> 1158,no,no,cellular,(11 - 20],feb,> 2,-1,0,unknown,1,1
1248,(34 - 45],admin.,divorced,secondary,no,(235 - 1158],yes,yes,cellular,(11 - 20],feb,<= 2,257,1,other,1,0
1249,> 45,entrepreneur,married,tertiary,no,<= 235,no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,0
1250,(34 - 45],admin.,married,tertiary,no,(235 - 1158],yes,yes,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,0
1251,(34 - 45],technician,single,secondary,no,> 1158,no,no,cellular,(11 - 20],feb,> 2,-1,0,unknown,1,1
1252,(34 - 45],services,married,secondary,no,> 1158,yes,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,0
1253,<= 34,self-employed,single,tertiary,no,(235 - 1158],no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1254,<= 34,blue-collar,single,secondary,no,> 1158,no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1255,<= 34,management,single,tertiary,no,(235 - 1158],no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1256,> 45,technician,married,secondary,no,<= 235,yes,yes,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,0
1257,<= 34,student,single,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1258,> 45,retired,married,secondary,no,> 1158,no,no,telephone,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1259,> 45,retired,married,tertiary,no,> 1158,no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1260,> 45,technician,married,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1261,(34 - 45],admin.,married,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,0
1262,> 45,retired,married,secondary,no,> 1158,no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1263,<= 34,services,married,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,0
1264,> 45,retired,married,primary,no,<= 235,no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1265,> 45,retired,divorced,primary,no,(235 - 1158],no,no,telephone,(11 - 20],feb,> 2,-1,0,unknown,1,0
1266,(34 - 45],management,married,tertiary,no,> 1158,no,no,telephone,(11 - 20],feb,> 2,-1,0,unknown,1,1
1267,> 45,retired,married,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1268,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1269,> 45,entrepreneur,married,primary,no,> 1158,no,no,cellular,(11 - 20],feb,> 2,-1,0,unknown,1,0
1270,(34 - 45],technician,divorced,secondary,no,> 1158,yes,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,0
1271,<= 34,student,single,secondary,no,> 1158,no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1272,<= 34,blue-collar,single,secondary,no,<= 235,no,yes,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,1
1273,> 45,unemployed,married,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],feb,> 2,-1,0,unknown,1,1
1274,> 45,retired,divorced,primary,no,> 1158,no,no,cellular,(11 - 20],feb,> 2,-1,0,unknown,1,1
1275,> 45,technician,married,secondary,no,<= 235,no,no,cellular,(11 - 20],feb,<= 2,-1,0,unknown,1,0
1276,(34 - 45],technician,married,secondary,no,> 1158,no,no,cellular,(11 - 20],feb,> 2,-1,0,unknown,1,1
1277,(34 - 45],management,married,primary,no,(235 - 1158],no,no,cellular,(11 - 20],feb,> 2,-1,0,unknown,1,0
1278,<= 34,admin.,single,secondary,no,> 1158,no,no,cellular,(11 - 20],feb,> 2,-1,0,unknown,1,1
1279,> 45,management,married,tertiary,no,> 1158,yes,no,cellular,> 20,feb,<= 2,-1,0,unknown,1,1
1280,(34 - 45],technician,single,secondary,no,(235 - 1158],no,no,cellular,> 20,feb,<= 2,-1,0,unknown,1,1
1281,> 45,retired,married,tertiary,no,(235 - 1158],no,no,telephone,> 20,feb,<= 2,-1,0,unknown,1,1
1282,> 45,housemaid,married,unknown,no,> 1158,no,no,telephone,> 20,feb,<= 2,-1,0,unknown,1,1
1283,<= 34,admin.,single,tertiary,no,(235 - 1158],no,yes,cellular,> 20,feb,<= 2,-1,0,unknown,1,1
1284,(34 - 45],unemployed,single,tertiary,no,(235 - 1158],yes,no,cellular,> 20,feb,<= 2,-1,0,unknown,1,0
1285,<= 34,management,single,tertiary,no,> 1158,yes,no,cellular,> 20,feb,<= 2,100,1,success,1,1
1286,> 45,management,married,unknown,no,> 1158,no,no,cellular,> 20,feb,<= 2,261,1,failure,1,1
1287,<= 34,technician,single,secondary,no,> 1158,yes,no,cellular,> 20,feb,> 2,-1,0,unknown,1,1
1288,<= 34,admin.,single,tertiary,no,> 1158,yes,no,cellular,> 20,feb,<= 2,-1,0,unknown,1,1
1289,<= 34,management,single,tertiary,no,(235 - 1158],no,no,cellular,> 20,feb,<= 2,-1,0,unknown,1,1
1290,<= 34,technician,single,tertiary,no,> 1158,yes,no,telephone,> 20,feb,<= 2,-1,0,unknown,1,0
1291,> 45,retired,married,secondary,no,(235 - 1158],no,no,cellular,> 20,feb,<= 2,-1,0,unknown,1,1
1292,(34 - 45],management,married,secondary,no,(235 - 1158],yes,no,cellular,> 20,feb,<= 2,-1,0,unknown,1,0
1293,> 45,technician,married,secondary,no,> 1158,no,yes,cellular,> 20,feb,<= 2,-1,0,unknown,1,0
1294,(34 - 45],unemployed,married,tertiary,no,(235 - 1158],no,no,cellular,> 20,feb,<= 2,-1,0,unknown,1,1
1295,<= 34,technician,single,secondary,no,> 1158,no,no,cellular,> 20,feb,<= 2,-1,0,unknown,1,1
1296,(34 - 45],blue-collar,single,primary,no,(235 - 1158],yes,no,cellular,> 20,feb,<= 2,270,1,other,1,1
1297,(34 - 45],services,married,secondary,no,> 1158,yes,no,cellular,<= 11,mar,> 2,-1,0,unknown,1,1
1298,(34 - 45],services,married,secondary,no,<= 235,yes,no,cellular,<= 11,mar,> 2,-1,0,unknown,1,1
1299,> 45,technician,married,secondary,no,<= 235,yes,yes,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1300,(34 - 45],technician,married,tertiary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1301,<= 34,management,single,tertiary,no,<= 235,no,no,cellular,<= 11,mar,> 2,-1,0,unknown,1,1
1302,> 45,management,married,tertiary,no,> 1158,no,no,cellular,<= 11,mar,> 2,-1,0,unknown,1,1
1303,(34 - 45],technician,single,secondary,no,(235 - 1158],no,no,telephone,<= 11,mar,<= 2,-1,0,unknown,1,0
1304,> 45,admin.,married,secondary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1305,<= 34,management,single,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1306,<= 34,admin.,single,secondary,no,(235 - 1158],no,yes,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1307,> 45,technician,married,secondary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1308,<= 34,blue-collar,single,secondary,no,<= 235,no,no,cellular,<= 11,mar,> 2,-1,0,unknown,1,1
1309,(34 - 45],unknown,single,tertiary,no,<= 235,no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1310,<= 34,self-employed,single,tertiary,no,<= 235,yes,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1311,<= 34,technician,single,secondary,no,(235 - 1158],yes,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,0
1312,> 45,management,married,secondary,no,> 1158,yes,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1313,> 45,management,divorced,secondary,no,> 1158,no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1314,> 45,management,married,tertiary,no,<= 235,no,no,cellular,<= 11,mar,> 2,-1,0,unknown,1,0
1315,> 45,retired,married,tertiary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1316,<= 34,management,married,tertiary,no,(235 - 1158],no,no,cellular,<= 11,mar,> 2,-1,0,unknown,1,1
1317,<= 34,student,single,tertiary,no,<= 235,no,no,cellular,<= 11,mar,> 2,-1,0,unknown,1,1
1318,> 45,retired,married,secondary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,196,2,failure,1,1
1319,<= 34,management,single,tertiary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1320,> 45,retired,divorced,primary,no,(235 - 1158],no,no,telephone,<= 11,mar,<= 2,-1,0,unknown,1,1
1321,(34 - 45],self-employed,married,tertiary,no,> 1158,yes,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,0
1322,<= 34,management,divorced,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,mar,<= 2,106,1,failure,1,1
1323,<= 34,student,single,tertiary,no,> 1158,no,no,telephone,<= 11,mar,> 2,-1,0,unknown,1,1
1324,<= 34,technician,married,secondary,no,> 1158,no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1325,(34 - 45],management,single,tertiary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1326,> 45,management,married,tertiary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1327,<= 34,blue-collar,single,secondary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1328,(34 - 45],management,single,tertiary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,199,6,success,1,1
1329,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,<= 11,mar,> 2,-1,0,unknown,1,1
1330,<= 34,management,single,tertiary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1331,<= 34,self-employed,married,secondary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1332,(34 - 45],unemployed,single,tertiary,no,> 1158,yes,no,cellular,<= 11,mar,<= 2,112,3,failure,1,1
1333,(34 - 45],management,single,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1334,> 45,management,married,tertiary,no,> 1158,no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1335,> 45,management,married,tertiary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1336,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1337,> 45,retired,married,secondary,no,> 1158,no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1338,> 45,management,married,tertiary,no,<= 235,no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1339,<= 34,management,single,secondary,no,<= 235,no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1340,> 45,management,married,tertiary,no,> 1158,no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1341,<= 34,admin.,single,tertiary,no,<= 235,no,no,cellular,<= 11,mar,> 2,-1,0,unknown,1,1
1342,<= 34,management,married,tertiary,no,> 1158,no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1343,> 45,housemaid,married,primary,no,(235 - 1158],no,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1344,(34 - 45],management,married,tertiary,no,(235 - 1158],no,no,cellular,<= 11,mar,> 2,-1,0,unknown,1,1
1345,<= 34,entrepreneur,single,tertiary,no,<= 235,yes,no,cellular,<= 11,mar,<= 2,-1,0,unknown,1,1
1346,<= 34,technician,single,tertiary,no,(235 - 1158],no,no,cellular,(11 - 20],mar,> 2,-1,0,unknown,1,1
1347,> 45,services,divorced,secondary,no,<= 235,no,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1348,<= 34,management,divorced,tertiary,no,<= 235,no,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1349,> 45,self-employed,married,tertiary,no,> 1158,no,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1350,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1351,> 45,blue-collar,married,secondary,no,(235 - 1158],yes,yes,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,0
1352,> 45,technician,married,secondary,no,> 1158,no,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1353,(34 - 45],entrepreneur,divorced,tertiary,no,> 1158,no,no,cellular,(11 - 20],mar,> 2,-1,0,unknown,1,1
1354,(34 - 45],services,single,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],mar,<= 2,41,1,failure,1,1
1355,(34 - 45],admin.,married,secondary,no,<= 235,no,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1356,(34 - 45],admin.,single,tertiary,no,(235 - 1158],yes,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1357,<= 34,management,single,tertiary,no,<= 235,no,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1358,<= 34,technician,married,secondary,no,<= 235,no,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1359,<= 34,management,single,tertiary,no,<= 235,yes,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1360,<= 34,management,married,tertiary,no,> 1158,yes,no,cellular,(11 - 20],mar,<= 2,294,2,failure,1,0
1361,<= 34,admin.,single,tertiary,no,> 1158,no,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1362,(34 - 45],admin.,married,secondary,no,<= 235,yes,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,0
1363,> 45,technician,married,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1364,<= 34,housemaid,single,tertiary,no,(235 - 1158],yes,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1365,(34 - 45],management,single,tertiary,no,> 1158,no,no,cellular,(11 - 20],mar,<= 2,-1,0,unknown,1,1
1366,<= 34,services,married,secondary,no,(235 - 1158],no,no,cellular,(11 - 20],mar,> 2,-1,0,unknown,1,0
1367,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1368,> 45,technician,married,secondary,no,> 1158,no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1369,<= 34,unemployed,married,secondary,no,(235 - 1158],no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1370,> 45,management,divorced,tertiary,no,<= 235,yes,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,0
1371,> 45,retired,divorced,primary,no,> 1158,no,no,cellular,> 20,mar,> 2,-1,0,unknown,1,1
1372,> 45,management,married,tertiary,no,> 1158,no,no,cellular,> 20,mar,> 2,-1,0,unknown,1,1
1373,> 45,retired,divorced,primary,no,<= 235,no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1374,<= 34,student,single,secondary,no,> 1158,no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1375,<= 34,management,single,tertiary,no,<= 235,no,no,cellular,> 20,mar,> 2,-1,0,unknown,1,0
1376,<= 34,student,single,secondary,no,> 1158,no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1377,(34 - 45],management,divorced,tertiary,no,<= 235,yes,yes,cellular,> 20,mar,<= 2,-1,0,unknown,1,0
1378,<= 34,admin.,single,secondary,no,> 1158,no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1379,<= 34,technician,married,secondary,no,(235 - 1158],yes,no,cellular,> 20,mar,<= 2,231,2,failure,1,0
1380,> 45,retired,married,secondary,no,> 1158,no,no,telephone,> 20,mar,<= 2,-1,0,unknown,1,1
1381,(34 - 45],management,married,secondary,no,(235 - 1158],no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1382,> 45,management,married,tertiary,no,> 1158,yes,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,0
1383,> 45,admin.,married,secondary,no,<= 235,yes,no,cellular,> 20,mar,> 2,239,13,other,1,0
1384,> 45,retired,married,tertiary,no,> 1158,no,no,telephone,> 20,mar,<= 2,-1,0,unknown,1,1
1385,<= 34,student,single,primary,no,<= 235,no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1386,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1387,<= 34,management,single,tertiary,no,(235 - 1158],no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1388,> 45,retired,divorced,primary,no,> 1158,no,no,telephone,> 20,mar,<= 2,-1,0,unknown,1,1
1389,(34 - 45],management,married,tertiary,no,> 1158,yes,no,cellular,> 20,mar,> 2,-1,0,unknown,1,0
1390,<= 34,admin.,single,tertiary,no,(235 - 1158],no,no,cellular,> 20,mar,<= 2,-1,0,unknown,1,1
1391,<= 34,admin.,single,secondary,no,(235 - 1158],no,no,cellular,<= 11,apr,> 2,-1,0,unknown,1,1
1392,(34 - 45],blue-collar,single,tertiary,no,<= 235,yes,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1393,> 45,management,divorced,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,0
1394,<= 34,technician,single,tertiary,no,(235 - 1158],no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1395,> 45,self-employed,married,tertiary,no,<= 235,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1396,<= 34,admin.,married,secondary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1397,<= 34,admin.,single,secondary,no,(235 - 1158],no,yes,cellular,<= 11,apr,> 2,-1,0,unknown,1,1
1398,<= 34,management,single,tertiary,no,> 1158,yes,no,cellular,<= 11,apr,> 2,-1,0,unknown,1,0
1399,> 45,blue-collar,married,secondary,no,> 1158,yes,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,0
1400,> 45,admin.,divorced,secondary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1401,> 45,unknown,married,unknown,no,<= 235,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1402,> 45,management,married,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,apr,<= 2,302,3,failure,1,0
1403,<= 34,blue-collar,single,secondary,no,> 1158,no,yes,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1404,(34 - 45],blue-collar,married,secondary,no,> 1158,yes,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,0
1405,> 45,blue-collar,divorced,secondary,no,> 1158,yes,no,cellular,<= 11,apr,<= 2,270,3,failure,1,0
1406,(34 - 45],self-employed,married,secondary,no,> 1158,yes,no,cellular,<= 11,apr,<= 2,135,2,failure,1,0
1407,> 45,entrepreneur,divorced,unknown,no,> 1158,yes,no,telephone,<= 11,apr,> 2,307,5,failure,1,0
1408,<= 34,technician,single,tertiary,no,<= 235,yes,no,cellular,<= 11,apr,<= 2,222,17,failure,1,0
1409,(34 - 45],management,single,tertiary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1410,> 45,blue-collar,married,primary,no,> 1158,no,no,telephone,<= 11,apr,<= 2,-1,0,unknown,1,1
1411,(34 - 45],management,married,secondary,no,(235 - 1158],no,yes,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1412,(34 - 45],admin.,married,secondary,no,> 1158,yes,no,telephone,<= 11,apr,<= 2,138,2,success,1,1
1413,(34 - 45],blue-collar,single,secondary,no,(235 - 1158],yes,yes,cellular,<= 11,apr,> 2,-1,0,unknown,1,0
1414,<= 34,blue-collar,single,tertiary,no,(235 - 1158],no,no,cellular,<= 11,apr,> 2,-1,0,unknown,1,1
1415,<= 34,self-employed,single,secondary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1416,> 45,unemployed,married,secondary,no,(235 - 1158],no,no,cellular,<= 11,apr,> 2,-1,0,unknown,1,1
1417,> 45,blue-collar,single,tertiary,no,(235 - 1158],no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1418,<= 34,admin.,single,secondary,no,<= 235,no,yes,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1419,> 45,technician,married,secondary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1420,(34 - 45],blue-collar,single,secondary,no,> 1158,yes,no,cellular,<= 11,apr,<= 2,323,1,other,1,0
1421,(34 - 45],technician,single,secondary,no,<= 235,yes,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1422,> 45,unemployed,married,secondary,no,(235 - 1158],no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1423,> 45,management,married,secondary,no,> 1158,yes,no,cellular,<= 11,apr,> 2,141,7,failure,1,1
1424,<= 34,technician,married,secondary,no,(235 - 1158],yes,no,cellular,<= 11,apr,<= 2,267,4,failure,1,0
1425,> 45,admin.,divorced,secondary,no,> 1158,no,no,telephone,<= 11,apr,<= 2,-1,0,unknown,1,1
1426,> 45,retired,married,secondary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1427,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1428,<= 34,admin.,married,secondary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1429,<= 34,management,single,tertiary,no,(235 - 1158],yes,no,cellular,<= 11,apr,<= 2,141,3,other,1,0
1430,<= 34,student,single,primary,no,(235 - 1158],no,no,cellular,<= 11,apr,> 2,-1,0,unknown,1,1
1431,<= 34,technician,single,secondary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1432,<= 34,student,single,secondary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1433,<= 34,services,single,secondary,no,> 1158,yes,no,cellular,<= 11,apr,> 2,320,8,other,1,0
1434,(34 - 45],blue-collar,married,secondary,no,(235 - 1158],yes,no,cellular,<= 11,apr,> 2,-1,0,unknown,1,0
1435,<= 34,admin.,married,secondary,no,> 1158,yes,no,cellular,<= 11,apr,> 2,-1,0,unknown,1,0
1436,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1437,(34 - 45],blue-collar,single,secondary,no,> 1158,yes,no,cellular,<= 11,apr,<= 2,264,3,failure,1,0
1438,<= 34,admin.,single,tertiary,no,(235 - 1158],no,yes,cellular,<= 11,apr,> 2,-1,0,unknown,1,1
1439,(34 - 45],technician,married,tertiary,no,<= 235,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1440,<= 34,technician,single,secondary,no,> 1158,yes,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,0
1441,(34 - 45],services,married,secondary,no,(235 - 1158],yes,no,cellular,<= 11,apr,> 2,316,3,failure,1,0
1442,<= 34,technician,single,secondary,no,(235 - 1158],yes,no,cellular,<= 11,apr,<= 2,316,6,failure,1,0
1443,(34 - 45],admin.,married,secondary,no,(235 - 1158],yes,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,0
1444,<= 34,admin.,married,tertiary,no,(235 - 1158],no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1445,> 45,retired,divorced,primary,no,(235 - 1158],no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1446,<= 34,student,single,secondary,no,> 1158,no,no,cellular,<= 11,apr,> 2,-1,0,unknown,1,1
1447,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,<= 11,apr,<= 2,-1,0,unknown,1,1
1448,<= 34,blue-collar,married,secondary,no,(235 - 1158],yes,no,cellular,<= 11,apr,> 2,-1,0,unknown,1,0
1449,<= 34,management,divorced,tertiary,no,<= 235,yes,no,cellular,<= 11,apr,<= 2,315,2,other,1,1
1450,(34 - 45],blue-collar,married,secondary,no,<= 235,yes,no,cellular,(11 - 20],apr,> 2,256,2,failure,1,0
1451,<= 34,technician,single,secondary,no,<= 235,yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,0
1452,<= 34,blue-collar,married,secondary,no,> 1158,yes,yes,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,1
1453,(34 - 45],services,divorced,secondary,no,<= 235,yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,0
1454,(34 - 45],blue-collar,married,primary,no,> 1158,yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,0
1455,(34 - 45],management,single,tertiary,no,> 1158,yes,yes,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,1
1456,<= 34,technician,single,tertiary,no,(235 - 1158],yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,0
1457,<= 34,management,single,tertiary,no,<= 235,no,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,1
1458,<= 34,services,divorced,secondary,no,<= 235,yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,1
1459,(34 - 45],self-employed,single,tertiary,no,> 1158,yes,no,cellular,(11 - 20],apr,> 2,146,1,other,1,0
1460,<= 34,management,married,tertiary,no,(235 - 1158],yes,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,0
1461,<= 34,management,married,tertiary,no,<= 235,yes,no,cellular,(11 - 20],apr,> 2,328,1,failure,1,0
1462,<= 34,management,single,tertiary,no,> 1158,no,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,1
1463,<= 34,admin.,single,secondary,no,(235 - 1158],yes,no,cellular,(11 - 20],apr,<= 2,74,2,failure,1,1
1464,<= 34,student,single,secondary,no,<= 235,no,no,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,1
1465,<= 34,technician,married,secondary,no,(235 - 1158],yes,yes,cellular,(11 - 20],apr,<= 2,-1,0,unknown,1,0
