,age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,class,predicted
3839,<= 31,Private,Associates,Separated,Other,Own-child,White,Female,0,0,<= 40,0,0
3840,<= 31,Local-gov,High School grad,Never-Married,Other,Own-child,White,Male,0,0,> 40,0,0
3841,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,High,0,<= 40,0,0
3842,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Female,0,0,<= 40,0,0
3843,(31 - 44],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3844,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
3845,<= 31,Private,Bachelors,Never-Married,White-Collar,Own-child,White,Male,0,0,<= 40,0,0
3846,<= 31,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3847,> 44,Private,Masters,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
3848,(31 - 44],Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
3849,<= 31,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
3850,(31 - 44],State-gov,High School grad,Separated,Other,Unmarried,Black,Male,0,0,> 40,0,0
3851,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
3852,> 44,Private,High School grad,Separated,Professional,Not-in-family,White,Female,0,0,> 40,0,0
3853,> 44,Self-emp-inc,Bachelors,Married,Service,Other-relative,Asian-Pac-Islander,Female,0,0,<= 40,0,0
3854,<= 31,Private,Dropout,Never-Married,Service,Not-in-family,White,Male,0,0,> 40,0,0
3855,(31 - 44],Private,Masters,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
3856,> 44,Self-emp-inc,Doctorate,Married,Professional,Husband,White,Male,High,0,> 40,1,1
3857,(31 - 44],Federal-gov,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
3858,(31 - 44],Private,Dropout,Separated,Blue-Collar,Unmarried,Black,Female,0,0,<= 40,0,0
3859,(31 - 44],Private,Bachelors,Married,Sales,Husband,Asian-Pac-Islander,Male,High,0,> 40,1,1
3860,(31 - 44],State-gov,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
3861,<= 31,Private,Bachelors,Never-Married,Other,Not-in-family,White,Female,0,0,<= 40,0,0
3862,> 44,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
3863,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3864,<= 31,Private,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,> 40,0,0
3865,<= 31,Private,Bachelors,Never-Married,Sales,Own-child,White,Male,0,0,> 40,0,0
3866,(31 - 44],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3867,<= 31,Private,Associates,Never-Married,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
3868,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
3869,(31 - 44],Self-emp-not-inc,Prof-School,Married,Professional,Husband,White,Male,High,0,> 40,1,1
3870,<= 31,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
3871,(31 - 44],Private,High School grad,Married,Blue-Collar,Own-child,Black,Female,0,0,<= 40,0,0
3872,(31 - 44],Private,Masters,Separated,White-Collar,Not-in-family,White,Male,0,0,> 40,0,0
3873,<= 31,Private,High School grad,Never-Married,Other,Other-relative,White,Male,0,0,> 40,0,0
3874,<= 31,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,<= 40,0,0
3875,> 44,Private,High School grad,Separated,Blue-Collar,Not-in-family,Other,Male,0,0,> 40,0,0
3876,<= 31,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3877,<= 31,Private,High School grad,Separated,Service,Other-relative,Black,Female,0,0,<= 40,0,0
3878,<= 31,Private,Dropout,Separated,Blue-Collar,Unmarried,White,Male,0,0,<= 40,0,0
3879,(31 - 44],Private,High School grad,Married,White-Collar,Husband,Amer-Indian-Eskimo,Male,0,0,<= 40,1,0
3880,(31 - 44],Private,High School grad,Married,Sales,Wife,Black,Female,0,0,<= 40,0,0
3881,<= 31,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3882,(31 - 44],Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,1
3883,(31 - 44],Private,Bachelors,Never-Married,Admin,Own-child,Black,Female,0,0,<= 40,0,0
3884,> 44,Private,Dropout,Widowed,Blue-Collar,Not-in-family,Black,Male,0,0,<= 40,0,0
3885,> 44,Private,Dropout,Separated,Service,Not-in-family,White,Female,0,0,<= 40,0,0
3886,<= 31,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,> 40,1,1
3887,<= 31,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,> 40,0,0
3888,<= 31,Private,High School grad,Never-Married,Blue-Collar,Other-relative,Black,Female,0,0,> 40,0,0
3889,<= 31,State-gov,High School grad,Never-Married,Professional,Own-child,White,Female,0,0,<= 40,0,0
3890,<= 31,Private,Associates,Never-Married,Sales,Not-in-family,White,Male,0,0,<= 40,0,0
3891,<= 31,Private,High School grad,Never-Married,White-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
3892,> 44,Local-gov,Dropout,Married,Blue-Collar,Husband,Black,Male,0,0,<= 40,0,0
3893,<= 31,Private,High School grad,Married,Admin,Husband,White,Male,0,0,> 40,0,1
3894,<= 31,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,> 40,0,0
3895,> 44,Self-emp-not-inc,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,High,> 40,1,1
3896,> 44,Private,Masters,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,1
3897,> 44,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
3898,<= 31,Private,High School grad,Widowed,Admin,Unmarried,White,Female,0,0,<= 40,0,0
3899,> 44,Self-emp-inc,Associates,Married,Professional,Husband,White,Male,0,0,> 40,1,1
3900,(31 - 44],Private,High School grad,Separated,Other,Unmarried,White,Female,0,0,<= 40,0,0
3901,(31 - 44],Self-emp-not-inc,Associates,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3902,(31 - 44],State-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
3903,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,<= 40,0,0
3904,> 44,Private,Associates,Married,White-Collar,Husband,White,Male,0,0,> 40,1,0
3905,(31 - 44],Federal-gov,Doctorate,Married,Professional,Husband,White,Male,High,0,> 40,1,1
3906,(31 - 44],Local-gov,Associates,Separated,Professional,Unmarried,White,Female,0,0,<= 40,0,0
3907,(31 - 44],Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,Low,<= 40,0,0
3908,<= 31,Private,High School grad,Never-Married,Other,Not-in-family,White,Male,0,0,> 40,0,0
3909,> 44,Private,High School grad,Widowed,Service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,<= 40,0,0
3910,> 44,Private,High School grad,Married,Service,Husband,White,Male,0,0,<= 40,0,0
3911,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,<= 40,0,0
3912,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,1
3913,> 44,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
3914,<= 31,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,> 40,0,0
3915,(31 - 44],Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
3916,(31 - 44],Private,Bachelors,Separated,Professional,Not-in-family,White,Male,0,0,> 40,0,1
3917,> 44,Federal-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,1
3918,> 44,Private,Bachelors,Widowed,Professional,Not-in-family,White,Female,0,0,<= 40,0,0
3919,> 44,Private,Dropout,Separated,Blue-Collar,Unmarried,White,Male,0,Low,<= 40,0,0
3920,> 44,Federal-gov,Associates,Married,Admin,Husband,White,Male,0,0,<= 40,0,1
3921,> 44,State-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,<= 40,1,0
3922,<= 31,Private,Dropout,Never-Married,Service,Own-child,Black,Female,0,0,<= 40,0,0
3923,<= 31,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3924,(31 - 44],Self-emp-not-inc,Bachelors,Separated,Blue-Collar,Not-in-family,White,Male,0,0,> 40,0,0
3925,(31 - 44],Private,High School grad,Married,Other,Husband,White,Male,0,0,<= 40,0,0
3926,> 44,Private,Dropout,Married,Service,Husband,Black,Male,Low,0,<= 40,0,0
3927,(31 - 44],Private,High School grad,Married,Other,Husband,White,Male,0,0,<= 40,1,1
3928,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
3929,(31 - 44],Private,Associates,Never-Married,Service,Not-in-family,White,Male,0,0,<= 40,0,0
3930,(31 - 44],Private,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,<= 40,0,0
3931,> 44,Private,High School grad,Widowed,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
3932,> 44,Private,High School grad,Separated,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
3933,<= 31,Private,High School grad,Never-Married,Professional,Not-in-family,White,Female,0,0,> 40,0,0
3934,(31 - 44],Federal-gov,High School grad,Married,Admin,Wife,White,Female,0,0,<= 40,0,0
3935,(31 - 44],Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,> 40,0,0
3936,(31 - 44],Private,Associates,Married,Service,Wife,Black,Female,0,0,<= 40,0,1
3937,(31 - 44],State-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,<= 40,0,0
3938,> 44,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
3939,<= 31,Private,Dropout,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,<= 40,0,0
3940,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3941,<= 31,Self-emp-not-inc,Associates,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3942,> 44,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3943,<= 31,Private,Bachelors,Married,Professional,Husband,White,Male,0,High,> 40,1,1
3944,(31 - 44],Private,High School grad,Separated,Other,Unmarried,Black,Female,0,0,> 40,0,0
3945,> 44,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,<= 40,0,0
3946,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
3947,> 44,Self-emp-not-inc,Dropout,Married,White-Collar,Wife,White,Female,0,0,<= 40,1,0
3948,<= 31,Self-emp-not-inc,Dropout,Married,Service,Wife,White,Female,0,0,<= 40,0,0
3949,(31 - 44],Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3950,(31 - 44],Private,Dropout,Married,Admin,Husband,White,Male,0,0,> 40,0,0
3951,> 44,Self-emp-not-inc,High School grad,Married,Service,Wife,Black,Female,0,0,> 40,0,0
3952,> 44,Private,High School grad,Married,Sales,Husband,White,Male,0,0,<= 40,0,0
3953,<= 31,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
3954,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,Amer-Indian-Eskimo,Male,Low,0,> 40,1,1
3955,(31 - 44],State-gov,Masters,Never-Married,Professional,Not-in-family,Asian-Pac-Islander,Female,0,0,<= 40,0,0
3956,> 44,Self-emp-not-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,0,1
3957,> 44,Private,High School grad,Widowed,Sales,Not-in-family,White,Female,0,0,> 40,0,0
3958,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,Low,> 40,1,1
3959,<= 31,Private,Dropout,Never-Married,Sales,Own-child,White,Male,0,0,<= 40,0,0
3960,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
3961,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,1
3962,(31 - 44],Private,Masters,Married,Professional,Husband,White,Male,0,0,> 40,1,1
3963,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
3964,(31 - 44],Local-gov,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,0,1
3965,> 44,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3966,> 44,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
3967,(31 - 44],Private,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,1,1
3968,> 44,Private,Masters,Separated,Professional,Not-in-family,White,Female,0,0,<= 40,0,0
3969,> 44,Self-emp-inc,High School grad,Married,Sales,Husband,White,Male,High,0,<= 40,1,1
3970,<= 31,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3971,> 44,Private,Dropout,Married,Sales,Husband,White,Male,0,0,<= 40,0,0
3972,<= 31,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
3973,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3974,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,1
3975,> 44,Private,Associates,Widowed,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
3976,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
3977,(31 - 44],Private,High School grad,Never-Married,White-Collar,Own-child,White,Female,0,0,<= 40,0,0
3978,<= 31,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
3979,> 44,Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,0
3980,> 44,Local-gov,High School grad,Separated,Service,Unmarried,Black,Female,0,0,> 40,0,0
3981,> 44,Local-gov,Associates,Married,Other,Husband,White,Male,0,0,> 40,1,1
3982,> 44,Private,Masters,Married,Admin,Other-relative,White,Female,0,0,<= 40,1,0
3983,<= 31,Private,High School grad,Never-Married,Other,Unmarried,White,Female,0,0,> 40,0,0
3984,> 44,Private,High School grad,Separated,Blue-Collar,Unmarried,Black,Female,0,0,<= 40,0,0
3985,<= 31,Private,Bachelors,Never-Married,Professional,Not-in-family,Asian-Pac-Islander,Male,0,0,<= 40,0,0
3986,(31 - 44],Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3987,> 44,Private,High School grad,Widowed,Admin,Unmarried,White,Female,0,0,<= 40,0,0
3988,<= 31,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3989,> 44,Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,0,1
3990,(31 - 44],Private,Bachelors,Separated,Sales,Not-in-family,White,Male,0,0,<= 40,0,0
3991,(31 - 44],Private,High School grad,Separated,Blue-Collar,Unmarried,Black,Male,0,0,<= 40,0,0
3992,<= 31,Private,Dropout,Never-Married,Blue-Collar,Own-child,Asian-Pac-Islander,Male,0,0,<= 40,0,0
3993,(31 - 44],Self-emp-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,1,1
3994,<= 31,Self-emp-not-inc,Associates,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
3995,> 44,Federal-gov,Associates,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,<= 40,1,1
3996,(31 - 44],Local-gov,Masters,Married,Professional,Wife,White,Female,0,0,> 40,1,1
3997,<= 31,Private,Bachelors,Never-Married,White-Collar,Own-child,White,Male,0,0,<= 40,0,0
3998,(31 - 44],Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,1
3999,(31 - 44],Self-emp-not-inc,High School grad,Never-Married,Professional,Own-child,White,Female,0,0,<= 40,0,0
4000,> 44,Federal-gov,Doctorate,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
4001,(31 - 44],Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
4002,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
4003,(31 - 44],Private,Dropout,Married,Blue-Collar,Husband,Amer-Indian-Eskimo,Male,0,0,> 40,0,0
4004,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
4005,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
4006,<= 31,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
4007,> 44,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,<= 40,0,0
4008,> 44,Private,High School grad,Married,Admin,Wife,White,Female,0,0,<= 40,1,1
4009,> 44,Self-emp-inc,Bachelors,Married,Admin,Wife,White,Female,0,0,<= 40,1,1
4010,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
4011,(31 - 44],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
4012,(31 - 44],Local-gov,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
4013,<= 31,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
4014,(31 - 44],Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,<= 40,0,0
4015,> 44,Federal-gov,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
4016,(31 - 44],Self-emp-not-inc,Dropout,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
4017,(31 - 44],Local-gov,High School grad,Never-Married,Blue-Collar,Not-in-family,Amer-Indian-Eskimo,Male,0,0,<= 40,0,0
4018,> 44,Private,Bachelors,Married,Professional,Husband,White,Male,0,Low,<= 40,1,1
4019,<= 31,Private,High School grad,Separated,White-Collar,Own-child,White,Male,0,0,<= 40,0,0
4020,(31 - 44],Local-gov,Masters,Married,Professional,Husband,White,Male,0,0,<= 40,1,0
4021,(31 - 44],Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
4022,> 44,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,<= 40,0,0
4023,> 44,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
4024,(31 - 44],Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
4025,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,High,> 40,0,0
4026,> 44,Private,Bachelors,Separated,Admin,Unmarried,White,Female,0,0,> 40,0,0
4027,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,<= 40,0,0
4028,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
4029,> 44,Private,High School grad,Married,Professional,Husband,White,Male,0,0,<= 40,0,0
4030,> 44,Local-gov,High School grad,Married,Service,Husband,White,Male,0,0,<= 40,0,0
4031,<= 31,Private,High School grad,Never-Married,Admin,Not-in-family,Black,Female,0,0,<= 40,0,0
4032,> 44,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,> 40,0,0
4033,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
4034,<= 31,State-gov,Associates,Never-Married,Professional,Not-in-family,White,Female,0,0,<= 40,0,0
4035,> 44,Private,High School grad,Married,Admin,Wife,White,Female,0,0,<= 40,1,1
4036,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,Low,> 40,0,0
4037,(31 - 44],Private,Bachelors,Married,Professional,Husband,White,Male,0,0,> 40,1,1
4038,> 44,Private,High School grad,Widowed,Service,Unmarried,White,Female,0,0,<= 40,0,0
4039,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Own-child,Amer-Indian-Eskimo,Male,0,0,<= 40,0,0
4040,(31 - 44],Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
4041,(31 - 44],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,> 40,0,0
4042,<= 31,Local-gov,High School grad,Never-Married,Other,Not-in-family,White,Male,0,0,<= 40,0,0
4043,(31 - 44],Private,Associates,Separated,Service,Unmarried,White,Female,0,0,<= 40,0,0
4044,> 44,Private,High School grad,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,Low,0,<= 40,0,0
4045,(31 - 44],Self-emp-not-inc,High School grad,Never-Married,Service,Unmarried,White,Female,0,0,<= 40,0,0
4046,<= 31,Private,Bachelors,Never-Married,Sales,Own-child,White,Male,0,0,<= 40,0,0
4047,> 44,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
4048,(31 - 44],Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
4049,<= 31,Private,High School grad,Married,Service,Other-relative,White,Female,0,0,<= 40,0,0
4050,> 44,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,<= 40,0,0
4051,<= 31,Self-emp-not-inc,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
4052,<= 31,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
4053,> 44,Federal-gov,Masters,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,1
4054,<= 31,Private,High School grad,Never-Married,Admin,Other-relative,White,Female,0,0,<= 40,0,0
4055,(31 - 44],Private,Masters,Married,White-Collar,Husband,Black,Male,0,High,<= 40,1,1
4056,> 44,Private,Masters,Married,Sales,Husband,White,Male,0,0,<= 40,1,1
