,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,sex,civil_status,class,predicted
771,'<0',> 24,'critical/other existing credit',education,> 3368,'<100','1<=X<4',3,none,2,'no known property',<= 28,none,own,2,'high qualif/self emp/mgmt',1,yes,yes,female,married/wid/sep,0,0
772,'no checking',(12 - 24],'critical/other existing credit','used car',(1554 - 3368],'<100','>=7',1,none,4,car,(28 - 38],none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
773,'no checking',(12 - 24],'critical/other existing credit',radio/tv,(1554 - 3368],'100<=X<500','>=7',4,none,4,'life insurance',> 38,bank,own,2,skilled,1,none,yes,male,single,1,1
774,'>=200',<= 12,'critical/other existing credit','new car',<= 1554,'500<=X<1000',unemployed,2,none,4,'no known property',> 38,bank,'for free',3,'unemp/unskilled non res',1,none,yes,male,single,1,1
775,'<0',(12 - 24],'existing paid','new car',<= 1554,'no known savings','1<=X<4',4,none,4,'real estate',<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,0,0
776,'no checking',> 24,'critical/other existing credit','new car',> 3368,'<100','4<=X<7',4,none,4,car,(28 - 38],none,own,2,skilled,1,yes,yes,male,single,1,1
777,'<0',(12 - 24],'existing paid',radio/tv,> 3368,'<100','4<=X<7',4,guarantor,1,'real estate',<= 28,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
778,'no checking',> 24,'critical/other existing credit','used car',> 3368,'>=1000','>=7',4,none,2,car,(28 - 38],none,own,2,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
779,'0<=X<200',(12 - 24],'existing paid',repairs,> 3368,'<100',unemployed,2,none,4,car,> 38,none,own,1,skilled,1,yes,yes,female,married/wid/sep,1,1
780,'0<=X<200',> 24,'critical/other existing credit',radio/tv,> 3368,'<100','4<=X<7',2,guarantor,2,'real estate',<= 28,none,own,2,skilled,1,none,yes,male,single,0,1
781,'no checking',(12 - 24],'critical/other existing credit','new car',(1554 - 3368],'>=1000','>=7',4,none,4,'real estate',> 38,none,own,1,skilled,1,yes,yes,male,single,1,1
782,'0<=X<200',<= 12,'no credits/all paid',retraining,<= 1554,'<100','1<=X<4',2,none,2,'real estate',(28 - 38],none,own,1,'unskilled resident',1,yes,yes,male,single,1,1
783,'0<=X<200',<= 12,'existing paid','new car',<= 1554,'100<=X<500','<1',4,none,2,'life insurance',<= 28,bank,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,0,0
784,'0<=X<200',(12 - 24],'existing paid','used car',> 3368,'no known savings',unemployed,1,none,4,'real estate',> 38,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,married/wid/sep,1,1
785,'0<=X<200',(12 - 24],'existing paid',business,(1554 - 3368],'>=1000','1<=X<4',4,none,2,'life insurance',(28 - 38],none,own,1,'unskilled resident',1,yes,yes,male,single,1,1
786,'no checking',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'500<=X<1000','>=7',3,none,4,car,> 38,none,own,1,skilled,1,none,yes,male,single,1,1
787,'no checking',> 24,'critical/other existing credit','used car',(1554 - 3368],'no known savings','>=7',4,none,3,car,(28 - 38],none,own,2,skilled,2,yes,yes,male,single,1,1
788,'0<=X<200',> 24,'delayed previously',education,> 3368,'<100','>=7',4,none,4,'no known property',> 38,none,'for free',1,skilled,1,none,yes,male,single,0,0
789,'<0',> 24,'critical/other existing credit',education,> 3368,'<100','1<=X<4',4,none,3,'no known property',<= 28,bank,own,1,skilled,1,yes,yes,male,single,0,0
790,'0<=X<200',(12 - 24],'existing paid',business,<= 1554,'<100','>=7',2,none,4,'life insurance',> 38,none,own,1,skilled,2,none,yes,female,married/wid/sep,0,1
791,'no checking',(12 - 24],'existing paid','used car',> 3368,'no known savings','>=7',3,none,4,car,> 38,none,own,1,'high qualif/self emp/mgmt',2,yes,yes,male,single,1,1
792,'no checking',<= 12,'critical/other existing credit',furniture/equipment,<= 1554,'no known savings','1<=X<4',1,none,2,'life insurance',<= 28,none,own,2,skilled,1,none,yes,male,married/wid/sep,1,1
793,'>=200',(12 - 24],'existing paid',furniture/equipment,(1554 - 3368],'<100','>=7',3,none,4,'no known property',> 38,none,'for free',1,skilled,1,none,yes,male,married/wid/sep,1,1
794,'no checking',(12 - 24],'existing paid',furniture/equipment,(1554 - 3368],'500<=X<1000','>=7',4,none,3,'no known property',(28 - 38],none,rent,1,skilled,1,yes,yes,male,single,1,1
795,'no checking',<= 12,'existing paid',furniture/equipment,(1554 - 3368],'100<=X<500','<1',2,none,4,'life insurance',<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,1,1
796,'<0',(12 - 24],'existing paid','used car',> 3368,'no known savings','>=7',1,none,4,'life insurance',> 38,none,'for free',1,skilled,2,yes,yes,male,single,0,1
797,'no checking',<= 12,'critical/other existing credit',furniture/equipment,<= 1554,'<100','<1',2,none,4,'life insurance',<= 28,none,rent,2,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
798,'no checking',(12 - 24],'delayed previously','new car',<= 1554,'no known savings','>=7',4,none,4,car,> 38,none,own,2,skilled,1,yes,yes,male,married/wid/sep,1,1
799,'0<=X<200',<= 12,'existing paid','new car',<= 1554,'no known savings','<1',4,none,2,'real estate',(28 - 38],none,own,1,'unemp/unskilled non res',1,none,yes,male,single,1,1
800,'no checking',(12 - 24],'critical/other existing credit',education,(1554 - 3368],'<100','>=7',4,none,4,'no known property',> 38,none,'for free',2,skilled,2,none,yes,male,single,1,1
801,'0<=X<200',(12 - 24],'critical/other existing credit',radio/tv,(1554 - 3368],'<100','>=7',3,guarantor,4,'real estate',> 38,bank,rent,2,'unskilled resident',1,yes,yes,female,married/wid/sep,1,1
802,'<0',(12 - 24],'critical/other existing credit',furniture/equipment,> 3368,'<100','>=7',1,none,4,'life insurance',<= 28,none,own,2,skilled,1,none,yes,female,married/wid/sep,1,1
803,'no checking',<= 12,'critical/other existing credit',radio/tv,<= 1554,'no known savings','>=7',4,none,4,car,(28 - 38],none,own,2,skilled,1,none,yes,male,single,1,1
804,'0<=X<200',<= 12,'existing paid','new car',> 3368,'no known savings',unemployed,1,none,2,'real estate',<= 28,none,rent,1,'unemp/unskilled non res',1,none,yes,female,married/wid/sep,1,1
805,'<0',> 24,'existing paid','new car',> 3368,'<100','4<=X<7',2,none,1,car,<= 28,none,own,1,skilled,1,yes,yes,male,single,0,0
806,'0<=X<200',<= 12,'existing paid',radio/tv,<= 1554,'<100','<1',3,none,3,'real estate',<= 28,none,own,1,'unskilled resident',1,none,no,male,married/wid/sep,1,1
807,'no checking',<= 12,'critical/other existing credit',radio/tv,<= 1554,'no known savings','>=7',4,none,4,'real estate',> 38,none,own,4,skilled,1,none,yes,male,single,1,1
808,'0<=X<200',> 24,'all paid','used car',> 3368,'<100',unemployed,1,none,2,'no known property',> 38,bank,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,0
809,'0<=X<200',(12 - 24],'no credits/all paid','new car',(1554 - 3368],'<100','<1',2,none,1,'real estate',<= 28,none,rent,2,'unemp/unskilled non res',1,none,yes,female,married/wid/sep,0,1
810,'0<=X<200',<= 12,'existing paid',business,<= 1554,'<100','<1',3,none,2,'real estate',<= 28,none,own,1,skilled,1,yes,yes,male,married/wid/sep,1,1
811,'0<=X<200',<= 12,'existing paid',radio/tv,<= 1554,'<100','4<=X<7',3,guarantor,3,'real estate',<= 28,bank,own,1,'unskilled resident',1,none,yes,male,married/wid/sep,1,1
812,'<0',> 24,'critical/other existing credit','used car',> 3368,'<100','4<=X<7',4,none,4,car,<= 28,none,own,2,skilled,1,yes,yes,male,single,0,0
813,'<0',> 24,'existing paid','domestic appliance',(1554 - 3368],'<100','1<=X<4',3,none,4,car,> 38,none,own,1,skilled,1,none,yes,male,single,0,0
814,'<0',> 24,'existing paid','new car',> 3368,'<100','4<=X<7',4,none,4,'no known property',> 38,none,'for free',1,skilled,2,none,yes,male,single,0,0
815,'0<=X<200',> 24,'delayed previously','new car',> 3368,'<100','1<=X<4',2,none,2,'life insurance',> 38,none,rent,1,skilled,1,none,yes,female,married/wid/sep,1,0
816,'no checking',<= 12,'existing paid','domestic appliance',<= 1554,'500<=X<1000','1<=X<4',1,none,4,'real estate',> 38,none,own,1,skilled,1,none,yes,male,married/wid/sep,1,1
817,'no checking',<= 12,'critical/other existing credit',radio/tv,<= 1554,'<100','4<=X<7',1,none,2,car,<= 28,none,rent,2,skilled,1,yes,yes,female,married/wid/sep,1,1
818,'<0',> 24,'existing paid',other,> 3368,'<100',unemployed,2,'co applicant',3,car,> 38,none,own,1,'high qualif/self emp/mgmt',1,none,yes,male,married/wid/sep,1,0
819,'<0',(12 - 24],'existing paid',radio/tv,<= 1554,'<100','1<=X<4',4,none,3,'real estate',<= 28,bank,own,1,skilled,1,none,yes,male,married/wid/sep,0,0
820,'no checking',<= 12,'existing paid','new car',<= 1554,'<100','1<=X<4',3,none,2,'real estate',<= 28,none,own,2,skilled,1,yes,yes,male,married/wid/sep,1,1
821,'>=200',<= 12,'existing paid',radio/tv,(1554 - 3368],'<100','1<=X<4',3,none,1,car,<= 28,none,own,1,skilled,1,none,yes,male,married/wid/sep,1,1
822,'<0',> 24,'existing paid',furniture/equipment,(1554 - 3368],'<100','>=7',2,none,2,'life insurance',> 38,bank,own,1,skilled,2,none,yes,male,single,0,1
823,'<0',<= 12,'critical/other existing credit','new car',<= 1554,'<100','>=7',4,none,4,'real estate',> 38,none,own,2,'unskilled resident',1,none,yes,male,single,1,1
824,'no checking',(12 - 24],'critical/other existing credit',furniture/equipment,> 3368,'<100','<1',3,none,2,car,(28 - 38],none,own,2,'high qualif/self emp/mgmt',1,yes,yes,male,married/wid/sep,1,1
825,'<0',(12 - 24],'critical/other existing credit','new car',(1554 - 3368],'<100','>=7',4,none,3,car,(28 - 38],none,own,2,skilled,1,yes,yes,male,married/wid/sep,1,0
826,'<0',(12 - 24],'critical/other existing credit','new car',> 3368,'<100','>=7',1,none,4,'real estate',(28 - 38],bank,rent,3,skilled,1,yes,yes,female,married/wid/sep,0,1
827,'no checking',(12 - 24],'no credits/all paid',business,> 3368,'<100','1<=X<4',2,none,2,car,(28 - 38],stores,own,2,skilled,2,none,yes,male,single,0,1
828,'<0',> 24,'existing paid','used car',> 3368,'no known savings','>=7',3,none,4,'no known property',> 38,none,'for free',1,skilled,1,none,yes,male,single,0,1
829,'0<=X<200',> 24,'delayed previously',business,> 3368,'no known savings','1<=X<4',4,none,4,'no known property',(28 - 38],none,'for free',1,skilled,2,yes,yes,male,single,1,0
830,'no checking',(12 - 24],'delayed previously',business,(1554 - 3368],'500<=X<1000','1<=X<4',4,none,2,car,> 38,none,own,2,skilled,2,yes,yes,male,single,1,1
831,'<0',(12 - 24],'existing paid','new car',<= 1554,'<100','<1',4,none,3,car,<= 28,none,rent,1,skilled,1,yes,yes,female,married/wid/sep,0,0
832,'<0',> 24,'no credits/all paid',business,> 3368,'<100','>=7',2,none,4,car,(28 - 38],none,rent,2,skilled,1,none,yes,male,single,0,0
833,'0<=X<200',(12 - 24],'existing paid',radio/tv,> 3368,'no known savings','>=7',2,none,4,car,> 38,none,own,1,skilled,1,yes,yes,female,married/wid/sep,1,1
834,'>=200',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'<100','<1',2,none,3,'real estate',<= 28,none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,0,1
835,'<0',<= 12,'no credits/all paid','new car',<= 1554,'<100','1<=X<4',4,none,4,car,> 38,bank,own,2,skilled,1,none,yes,male,single,0,0
836,'no checking',<= 12,'existing paid',radio/tv,<= 1554,'no known savings','1<=X<4',4,none,2,car,<= 28,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
837,'no checking',<= 12,'existing paid',furniture/equipment,<= 1554,'<100','<1',1,none,3,'real estate',<= 28,none,rent,1,'unskilled resident',2,none,yes,female,married/wid/sep,1,1
838,'<0',(12 - 24],'critical/other existing credit','used car',(1554 - 3368],'<100','>=7',4,none,4,'life insurance',> 38,none,own,2,skilled,1,yes,yes,male,single,1,1
839,'no checking',(12 - 24],'critical/other existing credit',radio/tv,(1554 - 3368],'<100','>=7',4,'co applicant',3,'real estate',> 38,none,own,2,skilled,1,none,yes,male,married/wid/sep,1,1
840,'<0',> 24,'existing paid',furniture/equipment,> 3368,'<100','4<=X<7',4,none,2,'life insurance',(28 - 38],none,own,1,skilled,1,none,yes,male,single,0,0
841,'no checking',(12 - 24],'delayed previously','used car',(1554 - 3368],'<100','1<=X<4',3,none,2,'real estate',<= 28,stores,own,2,'unskilled resident',1,none,yes,male,single,1,1
842,'no checking',(12 - 24],'existing paid',repairs,(1554 - 3368],'<100','<1',4,none,4,'real estate',<= 28,none,own,1,skilled,1,none,yes,female,married/wid/sep,0,1
843,'no checking',(12 - 24],'all paid',business,(1554 - 3368],'<100','4<=X<7',4,none,4,car,> 38,bank,own,1,skilled,1,yes,yes,male,single,1,1
844,'no checking',(12 - 24],'existing paid',furniture/equipment,> 3368,'<100','>=7',4,none,4,'life insurance',> 38,bank,own,3,skilled,2,yes,yes,male,single,1,1
845,'0<=X<200',(12 - 24],'existing paid',furniture/equipment,> 3368,'no known savings','4<=X<7',2,none,3,car,(28 - 38],none,own,1,skilled,1,yes,yes,male,single,1,1
846,'no checking',(12 - 24],'existing paid','new car',> 3368,'no known savings','1<=X<4',2,none,4,car,> 38,none,rent,2,skilled,1,none,yes,male,single,0,1
847,'no checking',(12 - 24],'existing paid','new car',<= 1554,'<100','<1',4,none,2,'real estate',<= 28,none,own,1,skilled,1,none,yes,male,married/wid/sep,1,1
848,'<0',<= 12,'existing paid',radio/tv,<= 1554,'<100','4<=X<7',3,none,4,'real estate',> 38,none,own,1,skilled,1,none,yes,male,single,1,1
849,'<0',<= 12,'existing paid',radio/tv,<= 1554,'<100','>=7',4,none,4,'real estate',> 38,stores,own,1,'unskilled resident',1,none,yes,male,single,0,1
850,'<0',(12 - 24],'critical/other existing credit','new car',(1554 - 3368],'<100','1<=X<4',4,guarantor,2,'life insurance',(28 - 38],bank,rent,2,skilled,1,none,no,male,married/wid/sep,0,1
851,'no checking',(12 - 24],'critical/other existing credit','used car',> 3368,'no known savings','4<=X<7',3,none,4,'life insurance',> 38,none,own,2,skilled,1,yes,yes,male,single,1,1
852,'no checking',(12 - 24],'critical/other existing credit',radio/tv,<= 1554,'<100','1<=X<4',4,none,4,'no known property',(28 - 38],none,'for free',2,skilled,1,yes,yes,male,single,1,1
853,'<0',(12 - 24],'all paid','new car',<= 1554,'<100','4<=X<7',4,none,4,'no known property',(28 - 38],none,'for free',2,'unskilled resident',2,none,yes,male,single,0,0
854,'no checking',> 24,'delayed previously','new car',> 3368,'<100','>=7',2,none,2,car,> 38,none,own,2,skilled,2,yes,yes,male,single,1,1
855,'no checking',(12 - 24],'existing paid','new car',<= 1554,'100<=X<500','<1',4,none,3,'real estate',(28 - 38],none,own,1,skilled,1,yes,yes,male,married/wid/sep,1,1
856,'no checking',<= 12,'existing paid',retraining,<= 1554,'no known savings','4<=X<7',4,none,3,'life insurance',> 38,none,own,1,skilled,1,yes,yes,female,married/wid/sep,1,1
857,'no checking',(12 - 24],'critical/other existing credit',furniture/equipment,(1554 - 3368],'<100','1<=X<4',4,none,2,'no known property',<= 28,none,'for free',1,skilled,1,yes,yes,male,single,1,1
858,'<0',(12 - 24],'existing paid','new car',> 3368,'<100','1<=X<4',3,none,2,'life insurance',(28 - 38],none,own,1,skilled,1,yes,yes,female,married/wid/sep,0,1
859,'no checking',<= 12,'existing paid','new car',> 3368,'100<=X<500','1<=X<4',1,guarantor,2,'real estate',<= 28,none,rent,1,skilled,2,none,no,male,single,1,1
860,'no checking',(12 - 24],'critical/other existing credit','used car',> 3368,'>=1000','1<=X<4',4,none,2,'real estate',<= 28,none,own,2,skilled,1,none,yes,male,single,1,1
861,'no checking',(12 - 24],'delayed previously',business,(1554 - 3368],'<100','1<=X<4',4,none,2,car,<= 28,none,own,1,skilled,1,yes,yes,male,married/wid/sep,0,1
862,'<0',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'<100','<1',4,none,4,'real estate',(28 - 38],none,own,1,skilled,1,yes,yes,female,married/wid/sep,0,1
863,'no checking',> 24,'critical/other existing credit',furniture/equipment,> 3368,'>=1000','<1',4,none,2,'real estate',(28 - 38],stores,own,2,'unskilled resident',2,yes,yes,male,single,1,1
864,'no checking',<= 12,'existing paid',furniture/equipment,(1554 - 3368],'<100','1<=X<4',2,none,2,'real estate',<= 28,bank,rent,1,'unskilled resident',1,none,yes,male,single,0,1
865,'no checking',(12 - 24],'existing paid',furniture/equipment,(1554 - 3368],'500<=X<1000','1<=X<4',2,none,4,car,<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,1,1
866,'<0',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'<100','<1',4,none,1,car,<= 28,stores,own,1,skilled,1,none,yes,female,married/wid/sep,1,0
867,'no checking',<= 12,'critical/other existing credit',furniture/equipment,(1554 - 3368],'<100','>=7',2,none,4,'life insurance',> 38,stores,own,1,skilled,1,none,yes,male,single,1,1
868,'no checking',> 24,'existing paid',business,> 3368,'no known savings','>=7',3,none,2,'life insurance',(28 - 38],none,own,2,skilled,1,none,yes,male,single,1,1
869,'<0',<= 12,'existing paid',furniture/equipment,<= 1554,'<100','>=7',4,none,4,'life insurance',<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,1,0
870,'no checking',> 24,'delayed previously',furniture/equipment,> 3368,'500<=X<1000','4<=X<7',2,none,4,car,> 38,none,own,2,skilled,1,yes,yes,female,married/wid/sep,1,1
871,'>=200',<= 12,'critical/other existing credit','new car',<= 1554,'<100','>=7',1,none,4,'real estate',> 38,none,own,2,skilled,2,none,no,male,single,1,1
872,'<0',(12 - 24],'critical/other existing credit',business,<= 1554,'100<=X<500','4<=X<7',4,none,1,'real estate',<= 28,none,own,2,skilled,1,yes,yes,male,single,1,1
873,'no checking',(12 - 24],'existing paid','domestic appliance',<= 1554,'no known savings','<1',4,none,1,'real estate',<= 28,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
874,'<0',<= 12,'existing paid',furniture/equipment,> 3368,'<100','1<=X<4',2,'co applicant',2,'life insurance',(28 - 38],none,own,1,'unskilled resident',2,none,yes,male,single,1,1
875,'0<=X<200',<= 12,'critical/other existing credit','new car',<= 1554,'>=1000','1<=X<4',4,none,4,car,> 38,none,own,2,skilled,1,none,yes,female,married/wid/sep,1,1
876,'<0',(12 - 24],'all paid',radio/tv,(1554 - 3368],'<100','<1',3,'co applicant',4,'no known property',(28 - 38],bank,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,0
877,'no checking',> 24,'existing paid',radio/tv,> 3368,'<100','>=7',4,none,2,car,<= 28,none,own,1,skilled,1,none,yes,male,single,1,1
878,'<0',<= 12,'existing paid','new car',<= 1554,'<100','<1',3,none,2,'no known property',<= 28,none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,male,single,0,1
879,'no checking',> 24,'critical/other existing credit',radio/tv,> 3368,'no known savings','4<=X<7',2,none,3,'life insurance',(28 - 38],none,own,2,skilled,1,none,yes,male,single,1,1
880,'no checking',(12 - 24],'existing paid','used car',> 3368,'<100','4<=X<7',3,none,3,car,(28 - 38],none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
881,'no checking',(12 - 24],'existing paid','used car',> 3368,'no known savings','1<=X<4',2,none,4,'no known property',> 38,none,'for free',1,skilled,1,yes,yes,male,married/wid/sep,1,1
882,'0<=X<200',> 24,'critical/other existing credit','new car',(1554 - 3368],'no known savings','>=7',4,none,4,'real estate',(28 - 38],none,own,2,skilled,1,none,yes,male,single,1,1
883,'no checking',(12 - 24],'critical/other existing credit',radio/tv,<= 1554,'<100',unemployed,4,none,4,car,> 38,none,own,2,'unemp/unskilled non res',1,none,yes,female,married/wid/sep,1,1
884,'0<=X<200',(12 - 24],'existing paid',furniture/equipment,> 3368,'<100','4<=X<7',3,none,3,car,> 38,none,own,1,skilled,1,yes,yes,male,married/wid/sep,0,1
885,'<0',<= 12,'existing paid',education,<= 1554,'<100','<1',4,none,4,'life insurance',> 38,none,own,1,skilled,1,none,yes,female,married/wid/sep,0,1
886,'0<=X<200',(12 - 24],'critical/other existing credit',business,(1554 - 3368],'no known savings','4<=X<7',4,none,3,'no known property',(28 - 38],none,own,2,skilled,2,yes,yes,male,single,1,1
887,'0<=X<200',> 24,'existing paid',business,> 3368,'<100','1<=X<4',2,none,2,car,<= 28,none,own,1,skilled,1,yes,yes,male,single,0,0
888,'no checking',> 24,'critical/other existing credit','new car',> 3368,'<100','>=7',4,none,4,car,(28 - 38],none,own,2,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
889,'no checking',> 24,'all paid','used car',> 3368,'no known savings','<1',3,guarantor,4,'real estate',> 38,bank,rent,2,skilled,2,yes,yes,male,single,1,1
890,'<0',> 24,'critical/other existing credit',business,(1554 - 3368],'<100','>=7',4,none,4,car,> 38,stores,own,4,'high qualif/self emp/mgmt',2,yes,yes,male,single,1,1
891,'no checking',(12 - 24],'critical/other existing credit',radio/tv,(1554 - 3368],'<100','>=7',4,none,4,car,> 38,none,own,2,skilled,1,yes,yes,male,single,1,1
892,'<0',<= 12,'critical/other existing credit','new car',(1554 - 3368],'<100','1<=X<4',4,none,4,'life insurance',(28 - 38],bank,own,2,'unskilled resident',1,none,no,male,single,1,1
893,'0<=X<200',> 24,'critical/other existing credit','used car',> 3368,'<100','1<=X<4',3,none,4,car,(28 - 38],none,own,2,skilled,1,yes,yes,male,single,1,1
894,'no checking',(12 - 24],'critical/other existing credit',radio/tv,<= 1554,'no known savings','1<=X<4',4,none,3,'life insurance',(28 - 38],none,own,2,skilled,1,yes,yes,male,single,1,1
895,'no checking',> 24,'delayed previously','used car',> 3368,'no known savings','4<=X<7',3,none,2,car,(28 - 38],stores,own,1,'high qualif/self emp/mgmt',2,yes,yes,male,single,1,1
896,'<0',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'<100','<1',4,none,4,'life insurance',<= 28,none,rent,1,'high qualif/self emp/mgmt',1,yes,yes,female,married/wid/sep,1,1
897,'no checking',<= 12,'critical/other existing credit',furniture/equipment,(1554 - 3368],'>=1000','4<=X<7',3,none,2,'life insurance',(28 - 38],none,own,1,skilled,1,none,no,female,married/wid/sep,1,1
898,'no checking',(12 - 24],'existing paid',furniture/equipment,(1554 - 3368],'no known savings','4<=X<7',1,none,4,'real estate',(28 - 38],bank,rent,1,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
899,'<0',(12 - 24],'existing paid',furniture/equipment,> 3368,'<100','1<=X<4',2,'co applicant',3,car,> 38,none,own,1,skilled,1,none,yes,male,single,0,1
900,'<0',(12 - 24],'critical/other existing credit','new car',(1554 - 3368],'<100','>=7',2,guarantor,4,'life insurance',> 38,bank,rent,1,skilled,1,yes,yes,male,single,0,1
901,'no checking',(12 - 24],'critical/other existing credit','new car',> 3368,'no known savings','<1',2,none,4,'real estate',> 38,none,own,2,skilled,1,yes,yes,male,married/wid/sep,1,1
902,'no checking',> 24,'critical/other existing credit','used car',> 3368,'no known savings','>=7',2,none,4,'no known property',> 38,none,'for free',2,skilled,1,none,yes,male,single,1,1
903,'no checking',(12 - 24],'existing paid',radio/tv,<= 1554,'no known savings','1<=X<4',4,none,2,'real estate',> 38,none,rent,1,skilled,1,yes,yes,male,married/wid/sep,1,1
904,'no checking',(12 - 24],'existing paid',radio/tv,<= 1554,'<100','>=7',4,none,1,'real estate',(28 - 38],none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
905,'<0',<= 12,'existing paid',radio/tv,<= 1554,'<100','1<=X<4',2,none,2,'real estate',<= 28,none,rent,1,'high qualif/self emp/mgmt',2,yes,yes,male,single,1,1
906,'<0',(12 - 24],'existing paid','new car',> 3368,'no known savings','4<=X<7',2,'co applicant',2,'real estate',<= 28,none,own,1,'unskilled resident',1,none,no,male,single,1,1
907,'0<=X<200',> 24,'existing paid',education,> 3368,'no known savings','1<=X<4',2,none,2,car,<= 28,none,own,1,skilled,1,none,yes,male,married/wid/sep,1,1
908,'no checking',(12 - 24],'delayed previously','used car',> 3368,'<100','<1',1,none,2,'life insurance',> 38,none,own,2,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
909,'0<=X<200',<= 12,'existing paid','new car',(1554 - 3368],'no known savings','1<=X<4',1,none,2,'real estate',(28 - 38],none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
910,'no checking',> 24,'delayed previously',radio/tv,> 3368,'<100','1<=X<4',4,none,4,'real estate',(28 - 38],none,own,2,skilled,1,none,yes,female,married/wid/sep,1,1
911,'0<=X<200',(12 - 24],'critical/other existing credit',furniture/equipment,> 3368,'<100','<1',2,none,4,car,<= 28,bank,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,0,1
912,'0<=X<200',> 24,'existing paid',radio/tv,(1554 - 3368],'no known savings','>=7',2,none,4,car,<= 28,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
913,'no checking',<= 12,'existing paid',business,(1554 - 3368],'>=1000','>=7',1,none,2,'real estate',<= 28,none,own,1,skilled,1,yes,yes,male,married/wid/sep,1,1
914,'<0',(12 - 24],'all paid',business,(1554 - 3368],'<100','1<=X<4',4,none,2,'life insurance',(28 - 38],none,rent,1,skilled,1,yes,yes,male,single,0,0
915,'0<=X<200',> 24,'no credits/all paid',other,> 3368,'<100','1<=X<4',1,none,2,'life insurance',(28 - 38],bank,own,1,'high qualif/self emp/mgmt',1,yes,no,female,married/wid/sep,0,0
916,'no checking',<= 12,'existing paid','used car',(1554 - 3368],'100<=X<500','1<=X<4',1,'co applicant',2,'real estate',(28 - 38],none,own,1,skilled,2,none,yes,male,single,1,1
917,'<0',<= 12,'existing paid','new car',> 3368,'<100','>=7',1,none,4,'no known property',> 38,bank,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,0,0
918,'<0',(12 - 24],'existing paid',furniture/equipment,(1554 - 3368],'100<=X<500',unemployed,1,none,1,'life insurance',(28 - 38],none,own,1,skilled,1,none,yes,male,married/wid/sep,0,1
919,'<0',(12 - 24],'existing paid',furniture/equipment,(1554 - 3368],'<100','>=7',4,none,2,'life insurance',> 38,none,rent,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,0,1
920,'no checking',(12 - 24],'critical/other existing credit',furniture/equipment,(1554 - 3368],'<100','1<=X<4',4,none,2,'no known property',<= 28,none,own,2,skilled,1,none,yes,female,married/wid/sep,1,1
921,'no checking',> 24,'delayed previously',radio/tv,> 3368,'500<=X<1000','4<=X<7',4,none,1,car,(28 - 38],none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
922,'<0',<= 12,'existing paid',radio/tv,<= 1554,'<100','<1',3,none,4,'life insurance',<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,0,1
923,'0<=X<200',<= 12,'existing paid','new car',(1554 - 3368],'<100','4<=X<7',3,none,4,'life insurance',(28 - 38],none,rent,1,skilled,2,yes,yes,male,single,1,1
924,'<0',(12 - 24],'all paid',furniture/equipment,> 3368,'<100','<1',2,none,1,'life insurance',> 38,bank,own,1,skilled,1,yes,yes,male,married/wid/sep,0,0
925,'<0',<= 12,'all paid','new car',<= 1554,'<100','<1',4,none,2,car,> 38,bank,own,2,skilled,1,yes,yes,male,single,0,0
926,'<0',(12 - 24],'critical/other existing credit',furniture/equipment,<= 1554,'<100','<1',4,none,4,'life insurance',<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,1,1
