race,sex,LSAT,UGPA,ZFYA,rank
White,Male,40.0,2.9,0.64,6199
White,Male,34.0,3.1,0.64,6200
White,Male,43.0,3.8,0.64,6201
White,Male,39.0,3.4,0.64,6202
White,Male,34.0,3.6,0.64,6203
White,Female,29.0,3.9,0.64,6204
White,Male,37.0,3.5,0.64,6205
White,Female,37.0,3.1,0.64,6206
White,Female,39.0,3.5,0.64,6207
White,Male,35.0,3.5,0.64,6208
White,Female,37.0,3.2,0.64,6209
Asian,Male,40.0,3.0,0.64,6210
Hispanic,Male,32.0,3.2,0.64,6211
White,Female,42.0,3.7,0.64,6212
Black,Male,22.0,2.8,0.64,6213
Asian,Female,34.0,3.5,0.64,6214
White,Male,44.0,3.8,0.64,6215
White,Male,43.0,3.1,0.64,6216
White,Male,40.0,2.9,0.64,6217
White,Male,37.0,3.4,0.64,6218
Asian,Male,43.0,2.6,0.64,6219
White,Female,45.0,3.3,0.64,6220
White,Female,32.0,3.2,0.64,6221
White,Male,32.0,4.0,0.64,6222
White,Female,41.0,3.3,0.64,6223
White,Male,30.5,3.5,0.64,6224
White,Female,35.0,3.7,0.64,6225
White,Female,32.0,2.9,0.64,6226
White,Male,41.0,2.3,0.64,6227
White,Male,44.0,3.5,0.64,6228
White,Male,43.0,4.0,0.64,6229
White,Male,39.0,2.9,0.64,6230
White,Female,35.5,3.3,0.64,6231
White,Female,39.5,3.4,0.64,6232
White,Male,36.0,3.2,0.64,6233
Other,Male,36.0,3.1,0.64,6234
White,Female,37.0,3.8,0.64,6235
White,Male,45.0,3.0,0.64,6236
White,Male,47.0,3.7,0.64,6237
White,Female,44.0,3.8,0.64,6238
White,Female,43.0,3.5,0.64,6239
White,Male,42.0,3.3,0.64,6240
White,Female,40.0,3.6,0.64,6241
White,Female,37.0,3.2,0.64,6242
White,Male,42.0,3.4,0.64,6243
White,Male,39.0,3.9,0.64,6244
White,Male,40.0,3.8,0.64,6245
White,Male,44.0,2.6,0.63,6246
White,Female,38.0,3.5,0.63,6247
White,Female,37.0,3.7,0.63,6248
White,Male,36.0,2.9,0.63,6249
White,Female,42.0,3.6,0.63,6250
White,Female,33.5,3.2,0.63,6251
White,Male,39.0,3.1,0.63,6252
White,Female,34.5,3.8,0.63,6253
White,Male,31.0,3.7,0.63,6254
Mexican,Female,32.0,3.3,0.63,6255
White,Female,38.0,3.5,0.63,6256
White,Male,29.7,2.8,0.63,6257
White,Male,35.0,2.6,0.63,6258
White,Male,35.0,3.3,0.63,6259
White,Male,40.0,2.7,0.63,6260
White,Male,37.0,2.7,0.63,6261
White,Male,43.0,3.5,0.63,6262
White,Male,44.0,2.7,0.63,6263
White,Female,43.0,2.2,0.63,6264
White,Male,30.0,3.1,0.63,6265
White,Female,31.0,3.5,0.63,6266
White,Female,37.0,3.3,0.63,6267
White,Male,35.0,3.4,0.63,6268
White,Male,37.0,2.8,0.63,6269
White,Female,32.5,3.6,0.63,6270
White,Female,37.0,3.7,0.63,6271
White,Female,34.0,3.8,0.63,6272
White,Male,37.0,3.1,0.63,6273
White,Male,38.0,3.6,0.63,6274
White,Male,35.0,2.8,0.63,6275
White,Male,32.0,2.8,0.63,6276
White,Male,37.0,3.4,0.63,6277
White,Male,43.0,3.6,0.63,6278
White,Female,42.0,3.2,0.63,6279
White,Male,33.5,2.7,0.63,6280
White,Female,42.0,2.8,0.63,6281
White,Male,33.0,3.8,0.63,6282
White,Male,41.0,2.6,0.63,6283
White,Male,37.0,3.6,0.63,6284
White,Male,40.5,2.5,0.63,6285
White,Male,43.0,4.0,0.63,6286
White,Male,39.0,2.9,0.63,6287
White,Female,42.0,3.1,0.63,6288
White,Female,38.5,2.8,0.63,6289
White,Male,36.0,3.0,0.63,6290
White,Male,35.0,2.2,0.63,6291
White,Male,41.0,3.3,0.63,6292
White,Male,43.0,3.7,0.63,6293
White,Male,37.0,3.1,0.63,6294
White,Female,34.0,3.2,0.63,6295
White,Male,46.0,3.4,0.63,6296
White,Male,38.0,2.5,0.63,6297
White,Male,34.0,3.3,0.63,6298
White,Male,33.3,2.7,0.63,6299
White,Female,31.0,2.8,0.63,6300
White,Male,36.0,3.0,0.63,6301
White,Female,41.0,3.2,0.63,6302
White,Male,38.0,3.8,0.63,6303
White,Female,39.0,3.3,0.63,6304
Hispanic,Male,30.0,3.0,0.63,6305
White,Female,36.0,3.2,0.63,6306
White,Male,43.0,3.5,0.63,6307
White,Female,37.0,3.0,0.63,6308
Hispanic,Female,31.5,2.6,0.63,6309
Hispanic,Male,34.0,3.4,0.63,6310
White,Female,36.5,3.2,0.63,6311
White,Male,38.0,3.2,0.63,6312
White,Male,43.0,3.6,0.63,6313
White,Female,30.0,3.8,0.63,6314
White,Female,37.0,3.4,0.63,6315
White,Female,41.0,4.0,0.63,6316
White,Male,38.0,3.1,0.63,6317
White,Female,32.5,3.9,0.62,6318
Other,Male,42.0,3.4,0.62,6319
White,Male,40.0,3.3,0.62,6320
White,Male,47.0,3.5,0.62,6321
White,Male,39.0,3.6,0.62,6322
White,Female,37.0,3.3,0.62,6323
White,Male,41.0,3.5,0.62,6324
White,Male,27.0,3.2,0.62,6325
White,Female,34.0,3.7,0.62,6326
White,Male,31.0,2.7,0.62,6327
White,Male,47.0,3.5,0.62,6328
White,Female,42.0,3.8,0.62,6329
Other,Female,41.0,3.9,0.62,6330
White,Female,42.0,3.4,0.62,6331
White,Male,44.0,3.2,0.62,6332
White,Male,40.0,3.8,0.62,6333
White,Female,42.0,3.7,0.62,6334
White,Female,39.0,3.2,0.62,6335
White,Male,43.0,2.9,0.62,6336
White,Female,42.0,4.0,0.62,6337
White,Male,47.0,3.9,0.62,6338
White,Male,42.0,3.3,0.62,6339
White,Female,45.0,3.4,0.62,6340
White,Female,33.0,3.7,0.62,6341
White,Male,41.0,3.8,0.62,6342
White,Female,36.0,3.7,0.62,6343
White,Male,42.0,3.1,0.62,6344
White,Male,43.0,3.5,0.62,6345
Black,Male,31.0,3.1,0.62,6346
White,Male,45.0,4.0,0.62,6347
White,Male,36.0,3.9,0.62,6348
White,Female,31.0,3.6,0.62,6349
White,Male,37.0,3.5,0.62,6350
White,Male,48.0,3.0,0.62,6351
White,Male,34.5,3.2,0.62,6352
White,Male,42.0,2.9,0.62,6353
White,Female,39.0,3.6,0.62,6354
White,Male,41.0,3.4,0.62,6355
White,Female,37.5,3.0,0.62,6356
White,Female,38.0,3.5,0.62,6357
White,Male,33.0,3.4,0.62,6358
White,Female,37.0,3.8,0.62,6359
White,Female,39.0,3.7,0.62,6360
White,Male,48.0,2.8,0.62,6361
White,Male,36.5,3.0,0.62,6362
White,Male,31.0,3.1,0.62,6363
White,Female,37.0,3.1,0.62,6364
White,Male,37.0,3.5,0.62,6365
White,Female,36.0,3.0,0.62,6366
White,Male,32.0,3.4,0.62,6367
White,Male,36.0,3.2,0.62,6368
White,Female,39.0,3.0,0.62,6369
White,Male,45.0,3.4,0.62,6370
White,Male,35.0,3.1,0.62,6371
White,Male,34.0,3.3,0.62,6372
White,Male,45.0,3.9,0.62,6373
White,Male,40.0,3.1,0.62,6374
White,Male,47.0,3.6,0.62,6375
White,Male,38.0,2.5,0.62,6376
White,Male,37.0,3.0,0.62,6377
White,Male,33.0,3.5,0.62,6378
White,Male,37.0,3.6,0.62,6379
White,Female,37.0,2.9,0.62,6380
White,Female,46.0,2.6,0.62,6381
White,Male,34.0,2.9,0.62,6382
White,Female,41.0,3.3,0.62,6383
White,Female,37.0,3.1,0.62,6384
White,Male,40.0,3.5,0.62,6385
White,Female,42.0,3.3,0.62,6386
White,Female,31.0,2.6,0.62,6387
White,Female,35.0,3.5,0.62,6388
Asian,Female,36.5,3.0,0.62,6389
White,Female,37.0,3.2,0.62,6390
White,Female,34.0,3.3,0.62,6391
White,Male,42.0,3.7,0.61,6392
White,Female,32.0,3.4,0.61,6393
Asian,Male,31.0,3.4,0.61,6394
White,Male,45.0,3.4,0.61,6395
White,Female,26.5,3.2,0.61,6396
Hispanic,Male,35.0,2.9,0.61,6397
White,Male,47.0,3.6,0.61,6398
White,Male,41.0,3.9,0.61,6399
White,Male,48.0,3.5,0.61,6400
White,Female,33.0,3.1,0.61,6401
White,Male,44.0,3.2,0.61,6402
White,Female,33.5,3.4,0.61,6403
Mexican,Male,27.0,2.9,0.61,6404
White,Male,40.0,2.7,0.61,6405
White,Male,28.5,2.9,0.61,6406
White,Female,33.0,3.1,0.61,6407
Black,Female,37.0,3.9,0.61,6408
White,Female,34.0,3.6,0.61,6409
White,Female,36.0,3.3,0.61,6410
White,Female,39.0,3.4,0.61,6411
White,Female,42.0,3.9,0.61,6412
White,Female,28.0,3.6,0.61,6413
Mexican,Male,25.0,2.6,0.61,6414
White,Female,33.0,2.5,0.61,6415
White,Female,43.0,3.2,0.61,6416
White,Female,28.0,3.5,0.61,6417
White,Male,39.0,2.7,0.61,6418
White,Male,33.0,3.0,0.61,6419
White,Male,34.0,3.3,0.61,6420
White,Male,36.0,3.0,0.61,6421
White,Male,30.0,3.8,0.61,6422
White,Male,46.0,3.6,0.61,6423
White,Male,34.0,3.7,0.61,6424
White,Female,31.0,3.5,0.61,6425
White,Male,45.0,3.0,0.61,6426
White,Male,38.0,4.0,0.61,6427
White,Female,43.0,3.8,0.61,6428
White,Female,38.0,3.3,0.61,6429
White,Male,34.0,3.5,0.61,6430
White,Male,28.0,2.5,0.61,6431
White,Female,30.0,2.9,0.61,6432
White,Male,32.0,2.5,0.61,6433
White,Female,44.0,3.5,0.61,6434
White,Male,46.0,3.9,0.61,6435
White,Male,43.0,3.7,0.61,6436
White,Male,33.0,3.1,0.61,6437
White,Female,33.0,3.3,0.61,6438
White,Male,40.0,3.5,0.61,6439
Other,Female,32.5,2.4,0.61,6440
White,Male,40.0,3.6,0.61,6441
White,Female,44.0,3.1,0.61,6442
White,Female,36.0,3.1,0.61,6443
White,Female,47.0,3.5,0.61,6444
White,Male,34.0,2.7,0.61,6445
White,Male,36.0,3.4,0.61,6446
White,Male,36.0,3.0,0.61,6447
White,Male,33.0,3.1,0.61,6448
White,Male,32.5,2.7,0.61,6449
White,Female,34.0,3.6,0.61,6450
White,Female,42.0,3.8,0.61,6451
White,Male,32.0,3.5,0.61,6452
White,Female,34.0,3.3,0.61,6453
White,Female,40.0,2.4,0.61,6454
White,Male,39.0,3.4,0.61,6455
White,Female,41.0,2.9,0.61,6456
White,Female,39.0,3.9,0.61,6457
White,Female,36.5,2.4,0.61,6458
White,Male,38.0,3.7,0.61,6459
White,Male,37.0,2.7,0.61,6460
White,Female,44.0,3.7,0.61,6461
White,Female,48.0,3.3,0.61,6462
White,Male,42.0,3.7,0.61,6463
White,Male,39.0,3.1,0.61,6464
White,Female,34.0,3.0,0.61,6465
White,Female,39.0,2.8,0.61,6466
White,Male,42.0,3.4,0.61,6467
White,Male,43.0,3.5,0.61,6468
White,Male,44.0,2.9,0.61,6469
Asian,Male,40.0,3.3,0.61,6470
White,Male,34.0,3.6,0.61,6471
White,Female,32.0,3.8,0.61,6472
White,Male,34.0,3.4,0.61,6473
White,Female,44.0,3.5,0.61,6474
White,Male,37.0,3.6,0.61,6475
White,Male,43.0,3.4,0.61,6476
Asian,Male,33.0,3.1,0.61,6477
White,Male,37.0,3.6,0.61,6478
White,Male,39.0,3.6,0.61,6479
White,Male,39.0,2.8,0.61,6480
White,Male,40.0,3.6,0.61,6481
White,Male,39.0,3.8,0.61,6482
White,Female,42.0,3.0,0.61,6483
White,Male,30.0,2.2,0.61,6484
White,Female,40.0,3.7,0.61,6485
White,Female,36.0,3.0,0.61,6486
White,Female,38.0,4.0,0.61,6487
White,Female,37.5,4.0,0.61,6488
White,Female,32.0,3.7,0.61,6489
White,Female,36.0,3.9,0.61,6490
White,Male,43.0,3.7,0.61,6491
White,Male,33.0,3.2,0.6,6492
White,Male,45.0,3.6,0.6,6493
White,Male,43.0,3.7,0.6,6494
White,Male,44.0,3.8,0.6,6495
White,Male,36.0,3.3,0.6,6496
White,Male,41.0,3.8,0.6,6497
White,Male,36.0,2.4,0.6,6498
White,Male,46.0,3.4,0.6,6499
Asian,Male,43.0,3.6,0.6,6500
Black,Female,36.0,3.9,0.6,6501
White,Male,37.5,3.2,0.6,6502
White,Male,43.0,2.6,0.6,6503
White,Female,35.0,3.1,0.6,6504
White,Male,34.5,3.3,0.6,6505
White,Male,42.0,3.6,0.6,6506
White,Male,40.0,2.9,0.6,6507
White,Male,40.0,3.9,0.6,6508
White,Female,36.0,3.8,0.6,6509
White,Male,37.0,3.1,0.6,6510
White,Female,36.0,3.3,0.6,6511
White,Male,37.0,3.5,0.6,6512
White,Female,35.0,3.5,0.6,6513
White,Female,46.0,3.3,0.6,6514
White,Female,33.0,3.3,0.6,6515
White,Male,41.0,3.5,0.6,6516
White,Female,34.0,3.0,0.6,6517
White,Male,28.0,3.9,0.6,6518
Other,Female,38.0,3.1,0.6,6519
White,Female,34.0,3.6,0.6,6520
White,Female,32.0,3.0,0.6,6521
White,Male,31.0,2.5,0.6,6522
White,Male,35.0,3.4,0.6,6523
White,Female,31.0,3.5,0.6,6524
White,Male,27.0,2.4,0.6,6525
White,Male,37.0,2.9,0.6,6526
White,Male,37.0,3.3,0.6,6527
White,Female,34.0,3.0,0.6,6528
Other,Male,47.0,3.7,0.6,6529
White,Male,34.0,3.7,0.6,6530
White,Female,41.0,2.7,0.6,6531
White,Male,46.0,3.4,0.6,6532
White,Male,47.0,3.8,0.6,6533
White,Male,48.0,3.4,0.6,6534
White,Female,48.0,3.5,0.6,6535
White,Male,35.0,3.7,0.6,6536
White,Female,34.0,2.8,0.6,6537
Hispanic,Male,33.5,3.4,0.6,6538
White,Male,43.0,2.8,0.6,6539
White,Male,40.0,3.7,0.6,6540
White,Male,39.0,2.0,0.6,6541
White,Female,39.0,3.4,0.6,6542
White,Female,32.0,2.8,0.6,6543
White,Male,36.5,3.8,0.6,6544
White,Female,31.0,3.0,0.6,6545
White,Male,37.0,3.8,0.6,6546
White,Male,37.0,3.3,0.6,6547
White,Male,34.0,3.2,0.6,6548
White,Female,33.5,3.3,0.6,6549
White,Female,36.0,3.5,0.6,6550
White,Female,40.0,3.6,0.6,6551
White,Male,38.0,3.9,0.6,6552
White,Male,38.0,3.1,0.6,6553
White,Female,32.5,3.3,0.6,6554
White,Male,45.0,3.3,0.6,6555
White,Male,38.0,3.8,0.6,6556
White,Male,30.0,2.9,0.6,6557
White,Female,45.0,3.7,0.6,6558
White,Male,47.0,3.6,0.6,6559
White,Male,34.0,3.4,0.6,6560
White,Male,34.0,3.2,0.6,6561
White,Female,39.0,3.9,0.6,6562
White,Female,31.5,3.5,0.6,6563
White,Female,43.0,3.0,0.6,6564
White,Male,40.0,3.0,0.6,6565
White,Male,45.0,3.2,0.6,6566
White,Female,40.0,2.9,0.6,6567
White,Female,25.0,3.7,0.6,6568
White,Female,42.0,2.9,0.6,6569
White,Female,43.0,3.0,0.6,6570
White,Male,38.0,4.0,0.59,6571
White,Male,46.0,3.4,0.59,6572
White,Male,45.0,2.3,0.59,6573
White,Male,42.0,2.9,0.59,6574
White,Female,44.0,3.4,0.59,6575
White,Male,35.0,3.4,0.59,6576
White,Male,40.0,3.3,0.59,6577
White,Male,40.0,2.8,0.59,6578
White,Male,40.0,3.2,0.59,6579
White,Male,33.0,3.0,0.59,6580
Hispanic,Male,34.0,2.3,0.59,6581
White,Female,31.0,3.5,0.59,6582
White,Male,42.0,3.7,0.59,6583
White,Male,43.0,2.9,0.59,6584
White,Female,39.0,2.9,0.59,6585
White,Male,39.0,3.5,0.59,6586
Other,Male,47.0,2.5,0.59,6587
White,Male,37.0,2.8,0.59,6588
White,Female,26.0,3.7,0.59,6589
White,Male,37.0,2.9,0.59,6590
White,Male,41.0,3.4,0.59,6591
White,Female,39.0,3.9,0.59,6592
Hispanic,Male,35.0,2.9,0.59,6593
White,Female,33.0,3.1,0.59,6594
Other,Male,39.5,3.4,0.59,6595
White,Female,47.0,3.4,0.59,6596
White,Female,40.0,4.0,0.59,6597
White,Female,34.0,3.5,0.59,6598
White,Male,28.0,3.3,0.59,6599
White,Male,35.0,2.4,0.59,6600
White,Male,39.0,3.8,0.59,6601
White,Female,41.0,3.9,0.59,6602
White,Male,45.0,2.9,0.59,6603
White,Female,36.0,3.6,0.59,6604
White,Male,34.0,2.7,0.59,6605
White,Male,41.0,2.5,0.59,6606
White,Female,46.0,3.5,0.59,6607
Asian,Female,41.0,3.9,0.59,6608
White,Male,42.0,3.1,0.59,6609
Black,Male,32.0,3.5,0.59,6610
White,Female,41.0,3.6,0.59,6611
White,Male,35.0,2.4,0.59,6612
White,Male,41.0,3.5,0.59,6613
Hispanic,Female,29.5,3.0,0.59,6614
White,Male,35.0,2.4,0.59,6615
White,Male,33.0,2.8,0.59,6616
White,Female,31.0,2.9,0.59,6617
White,Male,44.0,4.0,0.59,6618
White,Female,41.0,3.1,0.59,6619
White,Male,37.0,3.6,0.59,6620
White,Female,46.0,3.9,0.59,6621
White,Female,39.0,3.2,0.59,6622
White,Female,39.0,3.0,0.59,6623
White,Male,42.0,2.1,0.59,6624
White,Male,39.0,3.4,0.59,6625
White,Male,38.0,3.8,0.59,6626
White,Male,37.0,3.6,0.59,6627
White,Male,36.0,2.9,0.59,6628
White,Female,38.0,3.4,0.59,6629
Black,Male,21.0,3.1,0.59,6630
White,Male,39.0,3.0,0.59,6631
White,Female,35.0,3.7,0.59,6632
White,Female,46.0,3.5,0.59,6633
White,Female,42.0,3.3,0.59,6634
White,Male,33.0,3.9,0.59,6635
White,Male,41.0,3.5,0.59,6636
White,Male,40.0,2.3,0.59,6637
White,Female,36.0,3.7,0.59,6638
White,Male,36.0,3.6,0.59,6639
White,Male,39.0,2.7,0.59,6640
White,Female,37.0,3.7,0.59,6641
White,Male,32.0,2.5,0.59,6642
White,Female,36.0,3.5,0.58,6643
White,Female,33.0,3.5,0.58,6644
White,Male,33.0,3.5,0.58,6645
White,Female,30.0,3.3,0.58,6646
Black,Female,33.0,2.9,0.58,6647
White,Male,44.0,2.8,0.58,6648
White,Male,29.0,3.3,0.58,6649
White,Male,36.0,3.0,0.58,6650
White,Female,44.0,3.9,0.58,6651
White,Male,38.0,2.8,0.58,6652
White,Female,35.0,3.3,0.58,6653
White,Male,29.0,3.2,0.58,6654
White,Female,39.0,3.2,0.58,6655
White,Male,39.0,3.7,0.58,6656
White,Male,33.0,3.7,0.58,6657
White,Male,40.5,3.5,0.58,6658
White,Female,43.0,3.5,0.58,6659
White,Male,29.0,3.2,0.58,6660
White,Male,46.0,3.0,0.58,6661
White,Male,40.0,3.1,0.58,6662
White,Male,38.0,3.0,0.58,6663
White,Female,39.5,3.3,0.58,6664
White,Male,37.0,3.4,0.58,6665
White,Female,33.0,4.0,0.58,6666
White,Male,48.0,3.5,0.58,6667
White,Male,36.0,3.5,0.58,6668
White,Male,38.0,2.9,0.58,6669
White,Female,41.0,3.5,0.58,6670
White,Male,42.0,3.2,0.58,6671
White,Female,39.0,3.1,0.58,6672
White,Female,43.0,3.5,0.58,6673
White,Male,39.0,3.5,0.58,6674
White,Male,39.0,2.9,0.58,6675
Mexican,Male,35.0,2.7,0.58,6676
White,Female,37.0,3.6,0.58,6677
White,Male,39.0,3.3,0.58,6678
White,Female,37.0,3.5,0.58,6679
White,Male,45.0,3.2,0.58,6680
White,Male,38.0,3.1,0.58,6681
White,Male,42.0,2.8,0.58,6682
White,Female,37.0,3.8,0.58,6683
White,Female,27.0,3.8,0.58,6684
White,Male,39.0,3.4,0.58,6685
White,Female,48.0,3.2,0.58,6686
White,Male,44.0,3.2,0.58,6687
White,Female,37.0,3.2,0.58,6688
White,Male,29.3,3.5,0.58,6689
White,Female,40.0,3.3,0.58,6690
Hispanic,Female,44.0,3.4,0.58,6691
White,Female,33.0,3.5,0.58,6692
White,Male,32.0,3.1,0.58,6693
White,Male,29.0,3.5,0.58,6694
White,Male,38.0,3.3,0.58,6695
White,Female,31.0,3.6,0.58,6696
White,Male,31.0,3.2,0.58,6697
White,Male,41.0,2.5,0.58,6698
White,Female,43.0,3.0,0.58,6699
White,Male,37.0,3.0,0.58,6700
Asian,Male,35.5,3.1,0.58,6701
White,Female,38.0,3.3,0.58,6702
White,Male,38.0,3.5,0.58,6703
White,Female,41.0,3.5,0.58,6704
White,Male,30.0,3.4,0.58,6705
White,Female,35.0,3.7,0.58,6706
White,Male,34.0,2.7,0.58,6707
White,Male,39.0,3.8,0.58,6708
White,Male,35.0,3.4,0.58,6709
White,Male,37.0,3.4,0.58,6710
White,Male,34.0,3.0,0.58,6711
White,Male,34.0,3.4,0.58,6712
White,Female,44.0,2.2,0.58,6713
White,Male,36.0,3.5,0.58,6714
White,Male,38.0,3.5,0.58,6715
White,Male,43.0,2.6,0.58,6716
White,Male,37.0,3.1,0.58,6717
White,Male,39.0,2.9,0.58,6718
Hispanic,Male,39.0,2.2,0.58,6719
White,Male,31.5,2.7,0.58,6720
Asian,Female,35.0,2.5,0.58,6721
White,Female,44.0,3.7,0.58,6722
White,Male,37.0,3.2,0.58,6723
Other,Male,42.0,2.8,0.57,6724
White,Male,37.0,2.1,0.57,6725
White,Female,35.0,3.3,0.57,6726
White,Female,33.0,3.7,0.57,6727
Asian,Female,43.0,2.6,0.57,6728
White,Female,42.0,3.8,0.57,6729
White,Male,42.0,3.6,0.57,6730
White,Male,40.0,3.2,0.57,6731
White,Female,39.0,3.0,0.57,6732
White,Male,30.5,3.3,0.57,6733
White,Male,36.0,3.3,0.57,6734
White,Male,45.0,3.6,0.57,6735
White,Female,41.0,2.7,0.57,6736
Asian,Female,44.0,2.9,0.57,6737
Hispanic,Female,33.0,3.3,0.57,6738
White,Female,36.0,3.3,0.57,6739
White,Female,38.0,3.5,0.57,6740
White,Female,38.0,3.3,0.57,6741
White,Male,45.0,3.0,0.57,6742
White,Male,41.0,3.1,0.57,6743
White,Male,33.0,2.7,0.57,6744
White,Female,39.0,2.9,0.57,6745
White,Female,34.0,3.9,0.57,6746
White,Female,37.0,3.1,0.57,6747
White,Male,38.0,3.6,0.57,6748
Asian,Male,35.0,2.6,0.57,6749
Black,Female,24.0,2.7,0.57,6750
White,Male,36.0,3.9,0.57,6751
White,Female,47.0,3.5,0.57,6752
White,Male,35.0,3.4,0.57,6753
Black,Male,33.0,3.1,0.57,6754
White,Male,44.5,3.6,0.57,6755
White,Female,40.0,3.8,0.57,6756
White,Male,40.0,3.0,0.57,6757
White,Male,43.0,3.9,0.57,6758
White,Male,40.0,3.5,0.57,6759
White,Male,46.0,3.5,0.57,6760
White,Male,38.0,3.6,0.57,6761
White,Male,38.0,3.3,0.57,6762
White,Female,38.0,3.7,0.57,6763
White,Female,31.0,3.4,0.57,6764
White,Female,41.0,3.7,0.57,6765
White,Female,38.0,3.8,0.57,6766
White,Female,35.0,3.7,0.57,6767
White,Female,46.0,3.1,0.57,6768
White,Male,36.0,3.0,0.57,6769
White,Male,30.5,3.8,0.57,6770
White,Female,42.0,1.7,0.57,6771
White,Female,34.0,3.6,0.57,6772
White,Male,45.0,3.8,0.57,6773
White,Female,38.0,3.6,0.57,6774
White,Female,39.0,3.4,0.57,6775
White,Male,42.0,3.0,0.57,6776
White,Female,46.0,3.4,0.57,6777
White,Male,40.0,3.6,0.57,6778
Amerindian,Male,38.0,2.2,0.57,6779
White,Female,35.0,3.1,0.57,6780
Puertorican,Female,36.0,3.5,0.57,6781
White,Male,37.0,3.3,0.57,6782
White,Male,48.0,2.4,0.57,6783
White,Male,43.0,2.7,0.57,6784
White,Male,33.0,3.5,0.57,6785
White,Female,35.0,2.3,0.57,6786
White,Male,40.0,3.3,0.57,6787
White,Male,41.0,3.0,0.57,6788
White,Female,40.0,3.8,0.57,6789
White,Female,39.0,3.1,0.57,6790
White,Female,25.0,3.5,0.57,6791
White,Male,35.0,3.2,0.57,6792
White,Male,42.0,3.0,0.57,6793
White,Male,39.0,3.6,0.57,6794
White,Male,43.0,3.4,0.57,6795
White,Male,37.0,3.4,0.57,6796
White,Male,40.0,3.8,0.57,6797
White,Female,36.0,3.0,0.57,6798
White,Male,37.0,2.6,0.57,6799
White,Female,28.5,3.2,0.57,6800
Black,Male,42.0,2.7,0.57,6801
White,Male,39.0,2.7,0.57,6802
White,Male,37.0,3.2,0.57,6803
White,Male,31.0,3.7,0.57,6804
White,Female,37.0,3.1,0.57,6805
White,Female,38.0,3.6,0.57,6806
White,Female,37.0,3.1,0.57,6807
White,Female,39.0,3.1,0.57,6808
White,Female,42.0,3.8,0.57,6809
White,Male,38.0,3.1,0.57,6810
White,Female,35.0,3.8,0.56,6811
White,Male,31.0,3.1,0.56,6812
White,Male,38.0,3.0,0.56,6813
White,Male,40.0,2.9,0.56,6814
White,Female,33.0,3.0,0.56,6815
White,Female,36.0,3.0,0.56,6816
Mexican,Male,27.7,2.2,0.56,6817
White,Male,38.0,2.9,0.56,6818
White,Female,32.0,3.0,0.56,6819
White,Male,35.0,3.1,0.56,6820
White,Female,40.0,3.5,0.56,6821
White,Female,39.0,3.1,0.56,6822
White,Female,38.0,3.3,0.56,6823
White,Male,34.0,3.7,0.56,6824
White,Male,45.0,2.8,0.56,6825
White,Male,44.0,4.0,0.56,6826
White,Female,44.0,3.6,0.56,6827
White,Male,36.0,3.5,0.56,6828
White,Female,39.0,3.4,0.56,6829
White,Male,39.0,2.8,0.56,6830
White,Female,45.0,3.2,0.56,6831
White,Male,34.5,3.1,0.56,6832
White,Male,33.0,3.0,0.56,6833
White,Male,39.0,3.2,0.56,6834
Asian,Female,37.0,3.0,0.56,6835
White,Male,41.0,2.8,0.56,6836
White,Male,32.0,2.2,0.56,6837
Asian,Female,41.0,3.8,0.56,6838
White,Male,31.5,3.2,0.56,6839
White,Male,47.0,3.7,0.56,6840
White,Male,37.0,3.4,0.56,6841
Asian,Male,27.0,2.6,0.56,6842
Black,Female,30.0,2.7,0.56,6843
White,Male,33.0,3.1,0.56,6844
White,Male,46.0,4.0,0.56,6845
White,Male,37.0,2.8,0.56,6846
White,Female,46.0,3.7,0.56,6847
White,Male,38.0,3.5,0.56,6848
White,Male,31.0,3.6,0.56,6849
White,Male,37.0,3.7,0.56,6850
White,Male,46.0,2.7,0.56,6851
White,Male,31.0,3.0,0.56,6852
Black,Female,23.0,2.8,0.56,6853
White,Male,37.0,3.4,0.56,6854
White,Female,35.0,3.4,0.56,6855
Asian,Female,36.0,3.6,0.56,6856
White,Male,39.0,3.4,0.56,6857
White,Male,39.0,3.3,0.56,6858
White,Female,33.0,3.8,0.56,6859
White,Male,45.0,3.5,0.56,6860
White,Male,40.0,2.9,0.56,6861
White,Male,32.0,3.4,0.56,6862
White,Female,40.0,3.2,0.56,6863
White,Female,32.0,3.0,0.56,6864
White,Male,33.0,3.2,0.56,6865
White,Female,37.0,3.3,0.56,6866
White,Female,39.0,3.6,0.56,6867
White,Male,40.0,3.0,0.56,6868
White,Female,42.0,3.6,0.56,6869
White,Male,37.0,3.1,0.56,6870
Hispanic,Female,33.0,3.8,0.56,6871
White,Female,38.0,3.2,0.56,6872
White,Female,37.0,3.5,0.56,6873
White,Female,32.5,3.3,0.56,6874
White,Male,34.5,3.4,0.56,6875
White,Male,41.0,2.9,0.56,6876
Hispanic,Male,29.0,2.5,0.56,6877
White,Female,42.0,3.9,0.56,6878
Black,Male,33.0,2.5,0.56,6879
White,Female,42.0,3.1,0.56,6880
White,Male,40.0,2.3,0.56,6881
White,Male,38.5,3.6,0.56,6882
White,Male,36.0,2.9,0.56,6883
White,Female,44.5,3.2,0.56,6884
White,Female,40.0,3.2,0.56,6885
White,Male,37.0,3.3,0.56,6886
Asian,Male,34.0,3.1,0.56,6887
White,Female,47.0,2.9,0.56,6888
White,Male,37.0,2.9,0.56,6889
